name,ID,father,mother,spouse,lover,issue,allegiance,affiliated
Baelon Targaryen,Baelon_Targaryen_(son_of_Viserys_I),Viserys_I_Targaryen,Aemma_Arryn,,,,House_Targaryen,Viserys_I_Targaryen;Aemma_Arryn;Daemon_Targaryen;Rhaenyra_Targaryen;Jaehaerys_I_Targaryen;Alysanne_Targaryen;Jocelyn_Baratheon;Aemon_Targaryen_(son_of_Jaehaerys_I);Daella_Targaryen_(daughter_of_Jaehaerys_I);Rodrik_Arryn;Alyssa_Targaryen;Corlys_Velaryon;Rhaenys_Targaryen_(daughter_of_Aemon);Alicent_Hightower;Rhea_Royce;Aegon_Targaryen_(son_of_Baelon);Laena_Velaryon;Laenor_Velaryon;Aegon_II_Targaryen;Helaena_Targaryen;Aemond_Targaryen;Daeron_Targaryen_(son_of_Viserys_I);Baela_Targaryen;Rhaena_Targaryen_(daughter_of_Daemon);Jacaerys_Velaryon;Lucerys_Velaryon;Joffrey_Velaryon;Viserys_II_Targaryen;Visenya_Targaryen_(daughter_of_Daemon);Aegon_III_Targaryen;Jaehaera_Targaryen;Jaehaerys_Targaryen_(son_of_Aegon_II);Maelor_Targaryen
Baelor Blacktyde,Baelor_Blacktyde,Lord_Blacktyde,,,,,House_Blacktyde,Lord_Blacktyde;Balon_Greyjoy;Tristifer_Botley;Asha_Greyjoy;Rodrik_Harlaw;Victarion_Greyjoy;Euron_Greyjoy;Aeron_Greyjoy;Urron_Greyiron
Baelor Hightower,Baelor_Hightower,Leyton_Hightower,,Rhonda_Rowan,,,House_Hightower,Leyton_Hightower;Rhonda_Rowan;Oberyn_Martell;Elia_Martell;Princess_of_Dorne_(mother_of_Doran);Cersei_Lannister;Jaime_Lannister;Gerold_Hightower;Rhea_Florent;Walys_Flowers;Malora_Hightower;Garth_Hightower;Alerie_Hightower;Mace_Tyrell;Leyla_Hightower;Jon_Cupps;Willas_Tyrell;Garlan_Tyrell;Loras_Tyrell;Margaery_Tyrell;Denyse_Hightower;Desmond_Redwyne;Alysanne_Hightower;Arthur_Ambrose;Gunthor_Hightower;Jeyne_Fossoway;Humfrey_Hightower;Lynesse_Hightower;Jorah_Mormont;Denys_Redwyne;Alyn_Ambrose
Baelor I Targaryen,Baelor_I_Targaryen,Aegon_III_Targaryen,Daenaera_Velaryon,,,,,Baelor_Targaryen_(son_of_Daeron_II);Daeron_I_Targaryen;Viserys_II_Targaryen;Daena_Targaryen;Aegon_III_Targaryen;Daenaera_Velaryon;Rhaena_Targaryen_(daughter_of_Aegon_III);Elaena_Targaryen;Aegon_IV_Targaryen;Aemon_Targaryen_(son_of_Viserys_II);Naerys_Targaryen;Lord_Wyl_(conquest_of_Dorne);Prince_of_Dorne_(father_of_Maron);Daeron_II_Targaryen;Myriah_Martell;High_Septon_(Baelor_I);Walgrave;Lord_Belgrave;Mushroom;Barth;High_Septon_(stonemason);High_Septon_(child);Daemon_I_Blackfyre;Munkun;Maia_Stokeworth;Rhaenyra_Targaryen;Eustace_Osgrey;Maron_Martell;Kaeth;Rhaegar_Targaryen;Aerys_II_Targaryen;Eddard_Stark;High_Septon_(fat_one);Joffrey_Baratheon;Arya_Stark;Sansa_Stark;Margaery_Tyrell;Axell_Florent;Stannis_Baratheon;Davos_Seaworth;Sandor_Clegane;Beric_Dondarrion;Thoros_of_Myr;Selyse_Florent;Melisandre;Tyrion_Lannister;Oberyn_Martell;Ellaria_Sand;Arys_Oakheart;Tommen_Baratheon;Pycelle;Jaime_Lannister;Bonifer_Hasty;Cersei_Lannister;Taena_Merryweather;High_Sparrow;Lancel_Lannister;Amerei_Frey;Viserys_Targaryen;Daenerys_Targaryen;Barristan_Selmy;Aemma_Arryn;Viserys_I_Targaryen;Alicent_Hightower;Daemon_Targaryen;Aegon_II_Targaryen;Helaena_Targaryen;Aemond_Targaryen;Daeron_Targaryen_(son_of_Viserys_I);Larra_Rogare;Jaehaera_Targaryen;Jaehaerys_Targaryen_(son_of_Aegon_II);Maelor_Targaryen;Daenerys_Targaryen_(daughter_of_Aegon_IV);Rohanne_of_Tyrosh;Aegon_I_Targaryen;Aenys_I_Targaryen;Maegor_I_Targaryen;Jaehaerys_I_Targaryen;Aerys_I_Targaryen;Maekar_I_Targaryen;Aegon_V_Targaryen;Jaehaerys_II_Targaryen;Aegon_Targaryen_(son_of_Aenys_I);Vaella_Targaryen_(daughter_of_Daeron);Maegor_Targaryen_(son_of_Aerion);Aemon_Targaryen_(son_of_Maekar_I);Renly_Baratheon;Gaemon_Palehair;Trystane_Truefyre;Hugh_Hammer;Daemon_II_Blackfyre;Daemon_III_Blackfyre;Aenys_Blackfyre;Lyonel_Baratheon;Qhorin_Volmark;Lodos;Lodos_the_Twice-Drowned;Balon_Greyjoy;Euron_Greyjoy;Robb_Stark;Jonos_Arryn;Harren_the_Red;Marla_Sunderland
Baelor Targaryen,Baelor_Targaryen_(son_of_Daeron_II),Daeron_II_Targaryen,Myriah_Martell,Jena_Dondarrion,,Valarr_Targaryen;Matarys_Targaryen,House_Targaryen,Baelor_I_Targaryen;Daeron_II_Targaryen;Myriah_Martell;Jena_Dondarrion;Valarr_Targaryen;Matarys_Targaryen;Aegon_IV_Targaryen;Quentyn_Ball;Daenerys_Targaryen_(daughter_of_Aegon_IV);Daemon_I_Blackfyre;Maekar_I_Targaryen;Arlan_of_Pennytree;Aegon_V_Targaryen;Brynden_Rivers;Duncan_the_Tall;Tanselle;Leo_Tyrell_(Longthorn);Lord_Ashford;Raymun_Fossoway;Jeor_Mormont;Aemon_Targaryen_(son_of_Maekar_I);Jon_Snow;Pylos;Davos_Seaworth;Stannis_Baratheon;Maegor_I_Targaryen;Samwell_Tarly;Barristan_Selmy;Aerion_Targaryen;Yandel;Daeron_I_Targaryen;Eustace_Osgrey;Aerys_I_Targaryen;Kiera_of_Tyrosh;Aelinor_Penrose;Rhaegel_Targaryen;Alys_Arryn_(wife_of_Rhaegel);Dyanna_Dayne;Aelora_Targaryen;Aelor_Targaryen;Daenora_Targaryen;Daeron_Targaryen_(son_of_Maekar_I);Daella_Targaryen_(daughter_of_Maekar_I);Rhae_Targaryen;Maegor_Targaryen_(son_of_Aerion);Vaella_Targaryen_(daughter_of_Daeron);Lord_Hayford;Orys_Baratheon;Edmyn_Tully;Alton_Celtigar;Osmund_Strong;Alyn_Stokeworth;Murmison;Lucas_Harroway;Edwell_Celtigar;Rogar_Baratheon;Daemon_Velaryon_(son_of_Aethan);Myles_Smallwood;Barth;Ryam_Redwyne;Otto_Hightower;Lyonel_Strong;Criston_Cole;Cregan_Stark;Tyland_Lannister;Unwin_Peake;Thaddeus_Rowan;Marston_Waters;Munkun;Torrhen_Manderly;Viserys_II_Targaryen;Lord_Bracken;Butterwell_(Hand_of_the_King);Lucas_Lothston_(husband_of_Falena);Jon_Hightower;Ambrose_Butterwell;Ormund_Baratheon;Edgar_Sloane;Tywin_Lannister;Owen_Merryweather;Jon_Connington;Qarlton_Chelsted;Rossart;Jon_Arryn;Eddard_Stark;Tyrion_Lannister;Harys_Swyft;Orton_Merryweather;Mace_Tyrell;Corlys_Velaryon;Alester_Florent;Axell_Florent;Ronnel_Penrose;Elaena_Targaryen
Black Balaq,Black_Balaq,,,,,,Golden_Company,Jon_Connington;Aegon_Targaryen_(son_of_Rhaegar);Harry_Strickland;Franklyn_Flowers
Balder,Balder,,,,,,Citadel;Night's_Watch,Osric_Stark;Harmune
Baldric I Durrandon,Baldric_I_Durrandon,,,,,,,
Baldrick,Baldrick,,,,,,Faith_of_the_Seven,Baldric_I_Durrandon;Jaehaerys_I_Targaryen;Alysanne_Targaryen
Balerion Otherys,Balerion_Otherys,Aegon_IV_Targaryen,Bellegere_Otherys,,,,House_Otherys,Aegon_IV_Targaryen;Bellegere_Otherys;Naerys_Targaryen;Bellenora_Otherys;Narha_Otherys;Bellonara_Otherys
Ballabar,Ballabar,,,,,,Citadel;House_Redwyne,Paxter_Redwyne;Cersei_Lannister;Tyrion_Lannister;Tywin_Lannister;Podrick_Payne;Frenken;Joffrey_Baratheon;Margaery_Tyrell;Lancel_Lannister;Jaime_Lannister;Tommen_Baratheon
Balman Byrch,Balman_Byrch,,,Falyse_Stokeworth,,,House_Byrch;House_Stokeworth,Falyse_Stokeworth;Cersei_Lannister;Tywin_Lannister;Tanda_Stokeworth;Lollys_Stokeworth;Bronn;Tyrion_Tanner;Tyrion_Lannister;Gyles_Rosby;Ward_of_Gyles_Rosby;Tommen_Baratheon;Frenken;Qyburn
Balon Blackskin,Balon_Blackskin,,,,,,,
Balon Botley,Balon_Botley,Germund_Botley,,,,,House_Botley,Germund_Botley;Sawane_Botley;Euron_Greyjoy;Lucimore_Botley;Sargon_Botley;Harren_Botley;Symond_Botley;Vickon_Botley;Quellon_Botley;Wex_Pyke;Tristifer_Botley;Harlon_Botley;Bennarion_Botley
Balon Greyjoy,Balon_Greyjoy,Quellon_Greyjoy,Lady_Sunderly_(wife_of_Quellon_Greyjoy),,,Rodrik_Greyjoy;Maron_Greyjoy;Asha_Greyjoy;Theon_Greyjoy,,Balon_V_Greyjoy;Quellon_Greyjoy;Theon_Greyjoy;Asha_Greyjoy;Euron_Greyjoy;Alannys_Harlaw;Rodrik_Greyjoy;Maron_Greyjoy;Lady_Sunderly_(wife_of_Quellon_Greyjoy);Victarion_Greyjoy;Aeron_Greyjoy;Robert_I_Baratheon;Blind_Lord;Dagmer;Rhaegar_Targaryen;Urrigon_Greyjoy;Eddard_Stark;Tarle_the_Thrice-Drowned;Victarion_Greyjoy's_third_wife;Robb_Stark;Rodrik_Cassel;Ramsay_Snow;Grey_King;Mace_Tyrell;Paxter_Redwyne;Stannis_Baratheon;Ghost_of_High_Heart;Urron_Greyiron;Cersei_Lannister;Tywin_Lannister;Captain_of_the_Myraham;The_Sparr;Steffarion_Sparr;Gormond_Goodbrother;Dagon_Greyjoy;Lady_Stonetree_(wife_of_Quellon_Greyjoy);Lady_Piper_(wife_of_Quellon_Greyjoy);Harlon_Greyjoy;Quenton_Greyjoy;Donel_Greyjoy;Robin_Greyjoy;Erik_Ironmaker;Harren_Hoare;Aegon_I_Targaryen;Aenys_I_Targaryen;Maegor_I_Targaryen;Jaehaerys_I_Targaryen;Viserys_I_Targaryen;Aegon_II_Targaryen;Aegon_III_Targaryen;Daeron_I_Targaryen;Baelor_I_Targaryen;Viserys_II_Targaryen;Aegon_IV_Targaryen;Daeron_II_Targaryen;Aerys_I_Targaryen;Maekar_I_Targaryen;Aegon_V_Targaryen;Jaehaerys_II_Targaryen;Aerys_II_Targaryen;Joffrey_Baratheon;Tommen_Baratheon;Aegon_Targaryen_(son_of_Aenys_I);Rhaenyra_Targaryen;Aemond_Targaryen;Vaella_Targaryen_(daughter_of_Daeron);Maegor_Targaryen_(son_of_Aerion);Aemon_Targaryen_(son_of_Maekar_I);Viserys_Targaryen;Daenerys_Targaryen;Renly_Baratheon;Gaemon_Palehair;Trystane_Truefyre;Hugh_Hammer;Daemon_I_Blackfyre;Daemon_II_Blackfyre;Daemon_III_Blackfyre;Aenys_Blackfyre;Lyonel_Baratheon;Qhorin_Volmark;Lodos;Lodos_the_Twice-Drowned;Jonos_Arryn;Harren_the_Red;Marla_Sunderland;Vickon_Greyjoy;Goren_Greyjoy;Dalton_Greyjoy;Toron_Greyjoy;Alton_Greyjoy;Torwyn_Greyjoy;Loron_Greyjoy_(lord);Rodrik_Greyjoy_(son_of_Dalton);Sam_Salt
Balon V Greyjoy,Balon_V_Greyjoy,,,,,,,Grey_King
Balon Swann,Balon_Swann,Gulian_Swann,,,,,House_Swann;Kingsguard,Gulian_Swann;Arys_Oakheart;Alyn;Gregor_Clegane;Anguy;Jalabhar_Xho;Robert_I_Baratheon;Petyr_Baelish;Eddard_Stark;Cersei_Lannister;Dontos_Hollard;Sansa_Stark;Morros_Slynt;Tanda_Stokeworth;Gyles_Rosby;Renly_Baratheon;Robb_Stark;Varys;Tyrion_Lannister;Donnel_Swann;Stannis_Baratheon;Myrcella_Baratheon;Aron_Santagar;Preston_Greenfield;Mandon_Moore;Sandor_Clegane;Loras_Tyrell;Steelshanks_Walton;Jaime_Lannister;Oberyn_Martell;Tywin_Lannister;Doran_Martell;Areo_Hotah;Gerold_Dayne;Nymella_Toland;Arianne_Martell;Ellaria_Sand;Obara_Sand;Nymeria_Sand;Tyene_Sand;Trystane_Martell;Tommen_Baratheon;Walder_Frey;Cyrenna_Swann;Corenna_Swann;Stevron_Frey;Jared_Frey;Alys_Frey;Luceon_Frey;Ryman_Frey;Theomar_Smallwood;Carellen_Smallwood;Barristan_Selmy;Meryn_Trant;Boros_Blount;Osmund_Kettleblack
Balon Tawney,Balon_Tawney,,,,,,House_Tawney,
Bambarro Bazanne,Bambarro_Bazanne,,,,,,,Viserys_II_Targaryen;Sharako_Lohar;Rhaenyra_Targaryen;Aegon_II_Targaryen;Lysandro_Rogare
Bandy,Bandy,Joseth,,,,,House_Stark,Joseth;Shyra;Walder_Frey_(son_of_Jammos);Walder_Frey_(son_of_Merrett)
Bannen,Bannen,,,,,,Night's_Watch,Jeor_Mormont;Jarman_Buckwell;Thoren_Smallwood;Kedge_Whiteye;Mance_Rayder;Chett;Lark;Samwell_Tarly;Eddison_Tollett
Barba Bolton,Barba_Bolton,,,,,,House_Bolton,Aegon_III_Targaryen
Barba Bracken,Barba_Bracken,,,,Aegon_IV_Targaryen,Aegor_Rivers,House_Bracken,Aegon_IV_Targaryen;Aegor_Rivers;Baelor_I_Targaryen;Viserys_II_Targaryen;Melissa_Blackwood;Yandel;Daena_Targaryen;Rhaena_Targaryen_(daughter_of_Aegon_III);Elaena_Targaryen;Naerys_Targaryen;Aemon_Targaryen_(son_of_Viserys_II);Daeron_II_Targaryen;Bethany_Bracken;Terrence_Toyne;Hoster_Blackwood;Jaime_Lannister;Lord_Bracken_(father_of_Otho);Calla_Blackfyre;Otho_Bracken;Jonos_Bracken
Barbara Bracken,Barbara_Bracken,Jonos_Bracken,,,,,House_Bracken,Jonos_Bracken;Gregor_Clegane;Lady_Bracken;Harry_Rivers;Jayne_Bracken;Catelyn_Bracken;Bess_Bracken;Alysanne_Bracken;Hendry_Bracken
Barbrey Dustin,Barbrey_Dustin,Rodrik_Ryswell,,Willam_Dustin,Brandon_Stark,,House_Ryswell;House_Dustin,Rodrik_Ryswell;Willam_Dustin;Brandon_Stark;Domeric_Bolton;Ramsay_Snow;Eddard_Stark;Beron_(serjeant);Roger_Ryswell;Rickard_Ryswell;Roose_Ryswell;Bethany_Bolton;Roose_Bolton;Rickard_Stark;Catelyn_Stark;Walys_Flowers;Lyanna_Stark;Rhaegar_Targaryen;Aerys_II_Targaryen;Robb_Stark;Arya_Stark;Jeyne_Poole;Walder_Frey_(son_of_Jammos);Walder_Frey_(son_of_Merrett);Stannis_Baratheon;Theon_Greyjoy;Wyman_Manderly;Wendel_Manderly;Hosteen_Frey;Mance_Rayder;Aenys_Frey;Hother_Umber;Donella_Hornwood
Barneby,Barneby,,,,,,Citadel,
Barquen Peake,Barquen_Peake,,,,,,House_Peake,
Barra,Barra,Robert_I_Baratheon,Barra's_mother,,,,,Robert_I_Baratheon;Barra's_mother;Mya_Stone;Edric_Storm;Gendry;Bella;Petyr_Baelish;Eddard_Stark;Allar_Deem;Janos_Slynt;Cersei_Lannister;Tyrion_Lannister;Varys;Ormund_Baratheon;Rhaelle_Targaryen;Steffon_Baratheon;Cassana_Estermont;Renly_Baratheon;Margaery_Tyrell;Stannis_Baratheon;Selyse_Florent;Joffrey_Baratheon;Tommen_Baratheon;Myrcella_Baratheon;Shireen_Baratheon
Barra's mother,Barra's_mother,,,,,Barra,Chataya's_brothel,Barra;Robert_I_Baratheon;Petyr_Baelish;Eddard_Stark;Allar_Deem;Janos_Slynt;Cersei_Lannister;Tyrion_Lannister
Barre,Barre,,,,,,,Selyse_Florent;Hubard_Rambton;Guncer_Sunglass;Stannis_Baratheon;Melisandre
Barris Hightower,Barris_Hightower,Triston_Hightower,,,,,House_Hightower,Triston_Hightower;Dorian_Hightower;Damon_Hightower;Manfred_Hightower_(Aegon's_Conquest);Lymond_Hightower;Jeremy_Hightower;Jason_Hightower;Addam_Hightower;Manfred_Hightower_(son_of_Addam);Martyn_Hightower;Donnel_Hightower;Lord_Hightower;Ormund_Hightower;Lyonel_Hightower;Jon_Hightower;Quenton_Hightower;Leyton_Hightower
Barristan Selmy,Barristan_Selmy,Lyonel_Selmy,,,,,House_Selmy;House_Baratheon_of_King's_Landing;Kingsguard;House_Targaryen;Queensguard,Arstan_Selmy;Lyonel_Selmy;Robert_I_Baratheon;Jorah_Mormont;Bran_Stark;Arthur_Dayne;Gerold_Hightower;Manfred_Swann;Duncan_Targaryen;Aegon_V_Targaryen;Duncan_the_Tall;Jaehaerys_II_Targaryen;Aerys_II_Targaryen;Tywin_Lannister;Symon_Hollard;Gwayne_Gaunt;Dontos_Hollard;Jeyne_Swann;Simon_Toyne;Rhaegar_Targaryen;Ashara_Dayne;Lyanna_Stark;Jon_Connington;Jonothor_Darry;Eddard_Stark;Roose_Bolton;Rhaenys_Targaryen_(daughter_of_Rhaegar);Aegon_Targaryen_(son_of_Rhaegar);Viserys_Targaryen;Jaime_Lannister;Jeor_Mormont;Sandor_Clegane;Renly_Baratheon;Ilyn_Payne;Hugh;Gregor_Clegane;Daenerys_Targaryen;Joffrey_Baratheon;Varys;Cersei_Lannister;Janos_Slynt;Stannis_Baratheon;Robb_Stark;Tyrion_Lannister;Serwyn_of_the_Mirror_Shield;Catelyn_Stark;Illyrio_Mopatis;Belwas;Groleo;Kraznys_mo_Nakloz;Oznak_zo_Pahl;Mero;Drogo;Rhaella_Targaryen;Daario_Naharis;Xaro_Xhoan_Daxos;Grazhar_zo_Galare;Tumco_Lho;Larraq;Red_Lamb;Skahaz_mo_Kandaq;Hizdahr_zo_Loraq;Quentyn_Martell;Grey_Worm;Bloodbeard;Yurkhaz_zo_Yunzak;Jhogo;Hero;Khrazz;Galazza_Galare;Gerris_Drinkwater;Archibald_Yronwood;Tattered_Prince;Boros_Blount;Preston_Greenfield;Mandon_Moore;Arys_Oakheart;Meryn_Trant;Elia_Martell;Sansa_Stark;Petyr_Baelish;Aemon_Targaryen_(son_of_Viserys_II);Lewyn_Martell;Oswell_Whent;Osmund_Kettleblack;Balon_Swann;Loras_Tyrell;Lormelle_Long_Lance;Cedrik_Storm;Smiling_Knight;Blackshield;Steffon_Baratheon;Oberyn_Martell;Leyton_Hightower;Jason_Mallister;Will;Jon_Snow;Arya_Stark;Cressen;Davos_Seaworth;Theon_Greyjoy;Chett;Samwell_Tarly;Merrett_Frey;Pate_(novice);Aeron_Greyjoy;Areo_Hotah;Asha_Greyjoy;Victarion_Greyjoy;Arianne_Martell;Varamyr;Melisandre;Kevan_Lannister;Harlan_Grandison;Aggo;Rakharo;Corlys_Velaryon_(son_of_Daemon);Addison_Hill;Gyles_Morrigen;Ryam_Redwyne;Harrold_Westerling;Criston_Cole;Willis_Fell;Marston_Waters;Raynard_Ruskyn;Alyn_Connington;Demon_of_Darry;Robert_Flowers;Steffon_Darklyn;Lorent_Marbrand;Glendon_Goode;Robin_Massey;Aegon_III_Targaryen;Unwin_Peake;Orys_Baratheon;Edmyn_Tully;Alton_Celtigar;Osmund_Strong;Alyn_Stokeworth;Maegor_I_Targaryen;Murmison;Lucas_Harroway;Edwell_Celtigar;Rogar_Baratheon;Daemon_Velaryon_(son_of_Aethan);Myles_Smallwood;Barth;Otto_Hightower;Lyonel_Strong;Cregan_Stark;Tyland_Lannister;Thaddeus_Rowan;Munkun;Torrhen_Manderly;Viserys_II_Targaryen;Lord_Bracken;Butterwell_(Hand_of_the_King);Lucas_Lothston_(husband_of_Falena);Jon_Hightower;Ambrose_Butterwell;Lord_Hayford;Baelor_Targaryen_(son_of_Daeron_II);Valarr_Targaryen;Brynden_Rivers;Ormund_Baratheon;Edgar_Sloane;Owen_Merryweather;Qarlton_Chelsted;Rossart;Jon_Arryn;Harys_Swyft;Orton_Merryweather;Mace_Tyrell;Corlys_Velaryon;Alester_Florent;Axell_Florent;Pycelle;Mathis_Rowan;Paxter_Redwyne;High_Septon_(Tyrion's);Doran_Martell
Barron Durrandon,Barron_Durrandon,Durran_XI_Durrandon,,,,,,Durran_XI_Durrandon;Monfryd_I_Durrandon;Durran_X_Durrandon
Barsena Blackhair,Barsena_Blackhair,,,,,,,Khrazz;Camarron_of_the_Count;Goghor_the_Giant;Spotted_Cat;Fearless_Ithoke;Belaquo_Bonebreaker;Hizdahr_zo_Loraq;Daenerys_Targaryen;Belwas
Barth,Barth,,,,,,Faith_of_the_Seven;House_Tyrell;House_Targaryen,Jaehaerys_I_Targaryen;Gyldayn;Mattheus;Alysanne_Targaryen;Oswyck;High_Lickspittle;Daemon_Velaryon_(son_of_Aethan);Benifer;Albin_Massey;Aerea_Targaryen;Myles_Smallwood;Elissa_Farman;Rego_Draz;Martyn_Tyrell;Florence_Fossoway;Saera_Targaryen;Viserra_Targaryen;Ryam_Redwyne;Baelor_I_Targaryen;Tyrion_Lannister;Munkun;Thomax;Alicent_Hightower;Davos_Seaworth;Stannis_Baratheon;Pylos;Aemon_Targaryen_(son_of_Maekar_I);Daenerys_Targaryen;Samwell_Tarly;Qarl_Corbray;Baelor_Targaryen_(son_of_Daeron_II);Maegor_I_Targaryen;Orys_Baratheon;Edmyn_Tully;Alton_Celtigar;Osmund_Strong;Alyn_Stokeworth;Murmison;Lucas_Harroway;Edwell_Celtigar;Rogar_Baratheon;Otto_Hightower;Lyonel_Strong;Criston_Cole;Cregan_Stark;Tyland_Lannister;Unwin_Peake;Thaddeus_Rowan;Marston_Waters;Torrhen_Manderly;Viserys_II_Targaryen;Lord_Bracken;Butterwell_(Hand_of_the_King);Lucas_Lothston_(husband_of_Falena);Jon_Hightower;Ambrose_Butterwell;Lord_Hayford;Valarr_Targaryen;Brynden_Rivers;Ormund_Baratheon;Edgar_Sloane;Tywin_Lannister;Owen_Merryweather;Jon_Connington;Qarlton_Chelsted;Rossart;Jon_Arryn;Eddard_Stark;Harys_Swyft;Orton_Merryweather;Mace_Tyrell;Corlys_Velaryon;Alester_Florent;Axell_Florent;Barristan_Selmy;Alyssa_Velaryon;Gyles_Morrigen;Elysar;Allar;Runciter;Manfryd_Redwyne;Prentys_Tully;Rodrik_Arryn;Aemon_Targaryen_(son_of_Jaehaerys_I);Lyman_Beesbury
Barth,Barth_(brewer),,,,,,House_Stark,Theon_Greyjoy;Tyrion_Lannister
Barthogan Stark,Barthogan_Stark,Cregan_Stark,Lynara_Stark,,,,House_Stark,Cregan_Stark;Lynara_Stark;Daeron_II_Targaryen;Jonnel_Stark;Brandon_Stark_(son_of_Cregan);Benjen_Stark_(lord);Lysa_Locke;Rickon_Stark_(son_of_Benjen);Gilliane_Glover;Bennard_Stark;Margaret_Karstark;Benjen_Stark_(son_of_Bennard);Brandon_Stark_(son_of_Bennard);Elric_Stark;Sara_Snow;Alysanne_Blackwood;Arra_Norrey;Sarra_Stark;Alys_Stark;Raya_Stark;Myriah_Stark;Rickon_Stark_(son_of_Cregan);Jeyne_Manderly;Robyn_Ryswell;Lyanna_Stark_(daughter_of_Cregan);Alys_Karstark_(wife_of_Brandon);Wylla_Fenn;Sansa_Stark_(daughter_of_Rickon);Lonnel_Snow;Jon_Umber_(husband_of_Serena);Serena_Stark;Edric_Stark_(son_of_Cregan);Torrhen_Stark_(son_of_Edric);Cregard_Stark;Arrana_Stark;Osric_Umber;Argelle_Stark;Robard_Cerwyn;Myriame_Manderly;Rodwell_Stark;Beron_Stark;Lorra_Royce;Arsa_Stark;Torrhen_Stark;Brandon_Stark_(the_Boisterous);Roderick_Stark;Brandon_Stark_(father_of_Walton);Walton_Stark_(son_of_Brandon);Alaric_Stark;Edric_Stark;Ellard_Stark;Donnor_Stark;Willam_Stark;Edwyle_Stark;Rickard_Stark;Eddard_Stark;Robb_Stark;Bran_Stark;Sansa_Stark;Jeyne_Poole
Bartimos Celtigar,Bartimos_Celtigar,,,,,Clement_Celtigar,House_Celtigar;Blacks,Clement_Celtigar;Rhaenyra_Targaryen;Aegon_II_Targaryen;Daemon_Targaryen;Viserys_I_Targaryen;Edwell_Celtigar;Rego_Draz;Addam_Velaryon;Nettles;Arthor_Celtigar;Wat_the_Tanner;Crispian_Celtigar;Alton_Butterwell;Martyn_Tyrell;Lyman_Beesbury;Tyland_Lannister;Isembard_Arryn;Ambrose_Butterwell;Ronnel_Penrose;Qarlton_Chelsted;Petyr_Baelish;Tyrion_Lannister;Gyles_Rosby;Harys_Swyft;Aegon_IV_Targaryen;Daeron_II_Targaryen
Bartimus,Bartimus,,,,,,House_Manderly,Wyman_Manderly;Davos_Seaworth
Bass,Bass,,,,,,Night's_Watch,Samwell_Tarly;Aemon_Targaryen_(son_of_Maekar_I);Chett;Jon_Snow;Othor;Jafer_Flowers
Bastard of Blackhaven,Bastard_of_Blackhaven,,,,,,House_Dondarrion,Argilac_Durrandon;Dickon_Morrigen
Bastard of Harrenhal,Bastard_of_Harrenhal,,,,,,House_Lothston,Daeron_II_Targaryen;Arlan_of_Pennytree;Duncan_the_Tall;Lord_Ashford;Baelor_Targaryen_(son_of_Daeron_II)
Bastard's bastard,Bastard's_bastard,,,,,,,Victarion_Greyjoy
Bathi Ma Lo,Bathi_Ma_Lo,,,Lo_Doq,,,Scarlet_emperors,Lo_Doq
Bayard Norcross,Bayard_Norcross,,,,,,House_Norcross,Margaery_Tyrell;Cersei_Lannister;Qyburn
Bean,Bean,,,,,,,Rhaenyra_Targaryen
Beans,Beans,,,,,,Windblown,Daenerys_Targaryen;Books;Archibald_Yronwood
Bearded woman,Bearded_woman,,,,,,House_of_Qaggaz,Yezzan_zo_Qaggaz;Tyrion_Lannister;Penny
Beastmaster,Beastmaster,,,,,,Wise_Masters,
Beatrice Butterwell,Beatrice_Butterwell,,,,,,House_Butterwell,Jaehaerys_I_Targaryen;Gyldayn;Viserra_Targaryen;Alyssa_Targaryen
Bearded Ben,Bearded_Ben,,,,,,Night's_Watch,Melisandre;Rattleshirt;Jon_Snow;Ulmer;Garth_Greyfeather;Donnel_Hill
Beardless Dick,Beardless_Dick,,,,,,Brotherhood_without_banners,Beric_Dondarrion;Mudge_(brotherhood);Arya_Stark;Gendry
Becca,Becca,,,,Robert_I_Baratheon,,,Robert_I_Baratheon;Eddard_Stark;Jon_Snow
Becca the Baker,Becca_the_Baker,,,,,,,Becca;Sandor_Clegane;Tom_of_Sevenstreams;Alyn;Joth_Quickbow;Little_Matt;Randa;Anvil_Ryn;Ormond_(knight);Dudley;Pate_of_Mory;Pate_of_Lancewood;Old_Pate;Pate_of_Shermer's_Grove;Wyl_the_Whittler;Maerie_(goodwife);Maerie_the_Whore;Raymun_Darry;Lord_Darry_(father_of_Raymun);Lyman_Darry;Harry_Rivers;Fletcher_Will;Harsley;Nolla;Beric_Dondarrion
Beck,Beck,,,,,,,
Bedwyck,Bedwyck,,,,,,Night's_Watch,Jeor_Mormont;Thoren_Smallwood;Craster;Samwell_Tarly;Bannen;Grenn;Eddison_Tollett;Bowen_Marsh;Weeper;Jon_Snow;Small_Paul
Belandra,Belandra,,,,,,House_Martell,Cedra;Mellario;Arianne_Martell
Belaquo Bonebreaker,Belaquo_Bonebreaker,,,,,,House_of_Loraq,Harwin_Strong;Barsena_Blackhair;Khrazz;Camarron_of_the_Count;Spotted_Cat;Fearless_Ithoke;Goghor_the_Giant;Hizdahr_zo_Loraq;Daenerys_Targaryen;Barristan_Selmy;Skahaz_mo_Kandaq
Beldecar,Beldecar,,,,,,,
