name,ID,father,mother,spouse,lover,issue,allegiance,affiliated
Daenora Targaryen,Daenora_Targaryen,Rhaegel_Targaryen,Alys_Arryn_(wife_of_Rhaegel),Aerion_Targaryen,,Maegor_Targaryen_(son_of_Aerion),House_Targaryen,Aelora_Targaryen;Maekar_I_Targaryen;Aerion_Targaryen;Maegor_Targaryen_(son_of_Aerion)
Daeron I Targaryen,Daeron_I_Targaryen,Aegon_III_Targaryen,Daenaera_Velaryon,,,,House_Targaryen,Aegon_III_Targaryen;Daenaera_Velaryon;Baelor_I_Targaryen;Daena_Targaryen;Rhaena_Targaryen_(daughter_of_Aegon_III);Elaena_Targaryen;Viserys_II_Targaryen;Aegon_I_Targaryen;Alyn_Velaryon;Orys_Baratheon;Lyonel_Tyrell_(lord);Prince_of_Dorne_(father_of_Maron);Aemon_Targaryen_(son_of_Viserys_II);Kaeth;Olyvar_Oakheart
Daeron II Targaryen,Daeron_II_Targaryen,Aegon_IV_Targaryen;Aemon_Targaryen_(son_of_Viserys_II),Naerys_Targaryen,,,Baelor_Targaryen_(son_of_Daeron_II);Aerys_I_Targaryen;Rhaegel_Targaryen;Maekar_I_Targaryen,House_Targaryen,Aegon_III_Targaryen;Aegon_IV_Targaryen;Naerys_Targaryen;Daeron_I_Targaryen;Baelor_I_Targaryen;Myriah_Martell;Baelor_Targaryen_(son_of_Daeron_II);Morgil_Hastwyck;Aemon_Targaryen_(son_of_Viserys_II);Kaeth;Daemon_I_Blackfyre;Aerys_I_Targaryen;Rhaegel_Targaryen;Maekar_I_Targaryen;Rohanne_of_Tyrosh;Maron_Martell;Daenerys_Targaryen_(daughter_of_Aegon_IV);Ronnel_Penrose;Elaena_Targaryen;Michael_Manwoody;Aegor_Rivers;Eustace_Osgrey;Brynden_Rivers;Aegon_Blackfyre;Aemon_Blackfyre;Duncan_the_Tall;Valarr_Targaryen;Matarys_Targaryen
Daeron Targaryen,Daeron_Targaryen_(son_of_Viserys_I),Viserys_I_Targaryen,Alicent_Hightower,,,,House_Targaryen;Greens,Aegon_II_Targaryen;Aemond_Targaryen;Helaena_Targaryen;Rhaenyra_Targaryen;Jacaerys_Velaryon;Lucerys_Velaryon;Joffrey_Velaryon;Ormund_Hightower;Viserys_I_Targaryen;Daemon_Targaryen;Maelor_Targaryen;Ulf_White;Hugh_Hammer;Hobert_Hightower;Unwin_Peake;Black_Trombo;Munkun;Gyldayn;Aegon_III_Targaryen;Yandel;Tyland_Lannister
Daeron Targaryen,Daeron_Targaryen_(son_of_Maekar_I),Maekar_I_Targaryen,Dyanna_Dayne,Kiera_of_Tyrosh,,Vaella_Targaryen_(daughter_of_Daeron),House_Targaryen,Maekar_I_Targaryen;Dyanna_Dayne;Daeron_II_Targaryen;Aerion_Targaryen;Aemon_Targaryen_(son_of_Maekar_I);Aegon_V_Targaryen;Daella_Targaryen_(daughter_of_Maekar_I);Rhae_Targaryen;Baelor_Targaryen_(son_of_Daeron_II);Duncan_the_Tall;Roland_Crakehall_(Kingsguard);Robyn_Rhysling;Aerys_I_Targaryen;Kiera_of_Tyrosh;Valarr_Targaryen;Vaella_Targaryen_(daughter_of_Daeron);Jeor_Mormont;Jon_Snow;Daenerys_Targaryen
Daeron Targaryen,Daeron_Targaryen_(son_of_Aegon_V),Aegon_V_Targaryen,Betha_Blackwood,,Jeremy_Norridge,,House_Targaryen,"Jeremy_Norridge;Aegon_V_Targaryen;Betha_Blackwood;Duncan_Targaryen;Jaehaerys_II_Targaryen;Shaera_Targaryen;Rhaelle_Targaryen;Maekar_I_Targaryen;Daemon_III_Blackfyre;Aegor_Rivers;Olenna_Redwyne;Jenny_of_Oldstones;The_Rat,_the_Hawk,_and_the_Pig;Sansa_Stark;Barristan_Selmy"
Daeron Targaryen,Daeron_Targaryen_(son_of_Aerys_II),Aerys_II_Targaryen,Rhaella_Targaryen,,,,House_Targaryen,Aerys_II_Targaryen
Daeron Vaith,Daeron_Vaith,,,,,,House_Vaith,Doran_Martell
Daeron Velaryon,Daeron_Velaryon,Vaemond_Velaryon,,Hazel_Harte,,Daenaera_Velaryon,House_Velaryon,Daemon_Targaryen;Daemion_Velaryon;Viserys_I_Targaryen;Alyn_Velaryon;Tyland_Lannister
Daeryssa,Daeryssa,,,,,,,
Dafyn Vance,Dafyn_Vance,,,Maegelle_Frey,,Marianne_Vance;Walder_Vance;Patrek_Vance,House_Vance,
Dagmer,Dagmer,,,,,,House_Greyjoy,Balon_Greyjoy;Theon_Greyjoy;Aeron_Greyjoy;Benfred_Tallhart;Rodrik_Cassel;Leobald_Tallhart;Asha_Greyjoy;Stannis_Baratheon
Dagon Codd,Dagon_Codd,,,,,,House_Codd,Ramsay_Snow;Theon_Greyjoy;Adrack_Humble
Dagon Ironmaker,Dagon_Ironmaker,,,,,,House_Ironmaker,Erik_Ironmaker
Dagon Greyjoy,Dagon_Greyjoy,,,,,Quellon_Greyjoy,House_Greyjoy,Beron_Stark;Tybolt_Lannister;Erik_Ironmaker;Euron_Greyjoy;Asha_Greyjoy;Dagon_Greyjoy_(Drunkard);Victarion_Greyjoy
Dagon Greyjoy,Dagon_Greyjoy_(Drunkard),,,,,,House_Greyjoy,Asha_Greyjoy;Quenton_Greyjoy_(cousin);Stannis_Baratheon
Dagos Manwoody,Dagos_Manwoody,,,,,Mors_Manwoody;Dickon_Manwoody,House_Manwoody,Myles_Manwoody;Mors_Manwoody;Dickon_Manwoody;Oberyn_Martell;Tyrion_Lannister;Doran_Martell;Balon_Swann;Ricasso;Tommen_Baratheon
Dake,Dake,,,,,,House_Osgrey,Eustace_Osgrey;Pate_(Standfast);Lem_(Standfast);Rohanne_Webber
Dake,Dake_(Guard),,,,,,House_Lannister,Myrcella_Baratheon;Arys_Oakheart
Dalbridge,Dalbridge,,,,,,Night's_Watch;House_Targaryen,Qhorin_Halfhand;Ebben;Stonesnake;Jon_Snow
Dale,Droopeye_Dale,,,,,,House_Greyjoy,Asha_Greyjoy
Dale Drumm,Dale_Drumm,,,,,,House_Drumm,Dunstan_Drumm
Dale Seaworth,Dale_Seaworth,Davos_Seaworth,Marya_Seaworth,,,,House_Seaworth,Melisandre;Allard_Seaworth;Stannis_Baratheon;Cersei_Lannister;Jaime_Lannister;Imry_Florent;Salladhor_Saan;Devan_Seaworth
Dalla,Dalla,,,Mance_Rayder,,Aemon_Steelsong,Mance_Rayder,Val;Jon_Snow;Mance_Rayder;Robert_I_Baratheon;Varamyr;Melisandre;Orell;Aemon_Steelsong;Aemon_Targaryen_(son_of_Maekar_I);Gilly;Monster;Samwell_Tarly
Dalla,Dalla_(Dragonstone),,,,,,House_Baratheon_of_Dragonstone,Matrice;Melisandre;Selyse_Florent;Shireen_Baratheon;Cressen
Dalton Greyjoy,Dalton_Greyjoy,,,Tess;Lysa_Farman,,Toron_Greyjoy;Rodrik_Greyjoy_(son_of_Dalton),House_Greyjoy;Blacks,Viserys_I_Targaryen;Aegon_II_Targaryen;Tyland_Lannister;Corlys_Velaryon;Daemon_Targaryen;Rhaenyra_Targaryen;Jason_Lannister;Johanna_Lannister;Veron_Greyjoy;Aegon_III_Targaryen;Erwin_Lannister;Alyn_Velaryon;Unwin_Peake;Tess;Toron_Greyjoy;Rodrik_Greyjoy_(son_of_Dalton);Gunthor_Goodbrother;Alester_Wynch;Lysa_Farman;Leo_Costayne;Mancaster
Damion Lannister,Damion_Lannister,Damon_Lannister_(son_of_Jason),Ella_Lannister,Shiera_Crakehall,,Lucion_Lannister;Lanna_Lannister,House_Lannister,Cersei_Lannister;Kevan_Lannister
Damon,Damon_Dance-for-Me,,,,,,House_Bolton,Walder_Frey_(son_of_Merrett);Walder_Frey_(son_of_Jammos);Theon_Greyjoy;Ramsay_Snow;Arnolf_Karstark;Hother_Umber
Damon Darry,Damon_Darry,,,,,,House_Darry,Tyland_Lannister;Regis_Groves;Alys_Rivers;Unwin_Peake
Damon Hightower,Damon_Hightower,Dorian_Hightower,,,,Triston_Hightower,House_Hightower,Dorian_Hightower;Robeson;Triston_Hightower
Damon Lannister,Damon_Lannister_(lord),,,Cerissa_Brax,,Tybolt_Lannister;Gerold_Lannister,House_Lannister,Arlan_of_Pennytree;Tommard_Heddle;Quentyn_Ball;Leo_Tyrell_(Longthorn);Tybolt_Lannister
Damon Lannister,Damon_Lannister_(son_of_Jason),Jason_Lannister_(son_of_Gerold),Alys_Stackspear,Ella_Lannister,,Damion_Lannister,House_Lannister,Jason_Lannister_(son_of_Gerold);Alys_Stackspear;Lord_Stackspear_(father_of_Alys);Tytos_Lannister;Jeyne_Marbrand;Cersei_Lannister
Damon Marbrand,Damon_Marbrand,,,,,Addam_Marbrand,House_Marbrand,Robb_Stark
Damon Morrigen,Damon_Morrigen,,,,,,House_Morrigen;Faith_of_the_Seven;Warrior's_Sons,Maegor_I_Targaryen;Visenya_Targaryen;Willam_the_Wanderer
Damon Paege,Damon_Paege,,,,,,House_Paege,
Damon Shett,Damon_Shett,,,,,,House_Shett_of_Gull_Tower,
Damon Teague,Damon_Teague,,,,,,,
Damon Vypren,Damon_Vypren,Lucias_Vypren,Lythene_Frey,,,,House_Vypren,Catelyn_Stark;Edmure_Tully
Dan,Dan,,,,,,Mance_Rayder,Styr;Jon_Snow
Dancy,Dancy,,,,,,Chataya's_brothel,Tyrion_Lannister;Chataya;Shae;Alayaya;Marei;Oberyn_Martell;Ellaria_Sand;Anguy;Jayde
Danelle Lothston,Danelle_Lothston,,,,,,House_Lothston,Brynden_Rivers;Aerys_I_Targaryen;Maekar_I_Targaryen;Gendry;Ben_Blackthumb;Captain's_sister;Jaime_Lannister
Dannel,Dannel,,,,,,Night's_Watch,Ty;Alys_Karstark;Jon_Snow;Hobb
Danny Flint,Danny_Flint,,,,,,House_Flint;Night's_Watch,Bran_Stark;Ramsay_Snow;Jeyne_Poole;Wyman_Manderly;Jon_Snow;Mance_Rayder
Danos Slynt,Danos_Slynt,Janos_Slynt,,,,,House_Slynt,Janos_Slynt;Tyrion_Lannister;Jothos_Slynt;Varys
Danwell Frey,Danwell_Frey,Walder_Frey,Amarei_Crakehall,Wynafrei_Whent,,,House_Frey,Walder_Frey;Hosteen_Frey;Jared_Frey;Emmon_Frey;Theo_Frey;Perwyn_Frey;Martyn_Rivers;Catelyn_Stark;Whalen_Frey;Tywin_Lannister;Ronel_Rivers;Arya_Stark;Jaime_Lannister;Roose_Bolton;Marq_Piper;Amerei_Frey;Lancel_Lannister;Beric_Dondarrion
Dareon,Dareon,,,,,,Night's_Watch,Mathis_Rowan's_daughter;Mathis_Rowan;Jon_Snow;Jeor_Mormont;Cotter_Pyke;Yoren;Samwell_Tarly;Aemon_Targaryen_(son_of_Maekar_I);Gilly;Aemon_Steelsong;Moonshadow;Sailor's_Wife;Meralyn;Arya_Stark;Brusco
Darke (Seven Swords),Darke_(Seven_Swords),,,,,,House_Darke;Seven_Swords,
Lord Darklyn (father of Jonquil Darke),Lord_Darklyn_(father_of_Jonquil_Darke),,,,,Jonquil_Darke,House_Darklyn,Jaehaerys_I_Targaryen;Maegor_I_Targaryen;Jordan_Towers;Lord_Staunton_(father_of_Cassella);Rhaena_Targaryen_(daughter_of_Aenys_I);Alysanne_Targaryen;Rogar_Baratheon;Jonquil_Darke
Darla Deddings,Darla_Deddings,,,,,,House_Deddings,Davos_Deddings
Darlessa Marbrand,Darlessa_Marbrand,,,Tygett_Lannister,,Tyrek_Lannister,House_Marbrand;House_Lannister,
Darnold Darry,Darnold_Darry,,,,,,House_Darry,Walton_Towers;Alton_Butterwell;Jaehaerys_I_Targaryen
Darnold Arryn,Darnold_Arryn,,,,,,House_Arryn,Rogar_Baratheon;Alyssa_Velaryon;Rymond_Arryn;Rodrik_Arryn
Lord Darry (Dance),Lord_Darry_(Dance),,,,,,House_Darry;Blacks,Rhaenyra_Targaryen;Daemon_Targaryen;Oswald_Wode;Criston_Cole;Aemond_Targaryen;Derrick_Darry
Lord Darry (father of Raymun),Lord_Darry_(father_of_Raymun),,,,,Mariya_Darry;Jeyne_Darry;Raymun_Darry,House_Darry,Aerys_II_Targaryen;Raymun_Darry;Lyman_Darry;Robb_Stark;Gregor_Clegane;Sansa_Stark;Mariya_Darry;Jeyne_Darry;Sandor_Clegane;Tom_of_Sevenstreams;Amerei_Frey;Lancel_Lannister;Jaime_Lannister
Daryn Hornwood,Daryn_Hornwood,Halys_Hornwood,Donella_Hornwood,,,,House_Hornwood,Jaime_Lannister;Alys_Karstark;Rickard_Karstark;Jon_Snow
Daughter of the captain of the Myraham,Daughter_of_the_captain_of_the_Myraham,,,,Theon_Greyjoy,,,Theon_Greyjoy;Aeron_Greyjoy;Balon_Greyjoy
Daughter of the Dusk,Daughter_of_the_Dusk,,,,,,,Kindly_Man;Arya_Stark;Bellegere_Otherys_(Courtesan)
Daven Lannister,Daven_Lannister,Stafford_Lannister,Myranda_Lefford,,,,House_Lannister,Stafford_Lannister;Desmera_Redwyne;Paxter_Redwyne;Tywin_Lannister;Gregor_Clegane;Amory_Lorch;Vargo_Hoat;Rickard_Karstark;Robb_Stark;Willem_Lannister;Tion_Frey;Jaime_Lannister;Walder_Frey;Forley_Prester;Ryman_Frey;Kevan_Lannister;Cersei_Lannister;Brynden_Tully;Emmon_Frey;Lewys_Piper;Garrett_Paege
Davos,Davos_the_Dragonslayer,,,,,,,
Davos Baratheon,Davos_Baratheon,Orys_Baratheon,Argella_Durrandon,,,,House_Baratheon,Vulture_King_(Aenys_I);Walter_Wyl;Aenys_I_Targaryen
Davos Darklyn,Davos_Darklyn,,,,,,House_Darklyn;Kingsguard,Maegor_I_Targaryen;Aegon_Targaryen_(son_of_Aenys_I);Qarl_Corbray;Joffrey_Doggett
Davos Dayne,Davos_Dayne,,,Nymeria,,,House_Dayne;House_Martell,Vorian_Dayne;Nymeria;Mors_Martell;Yorick_V_Yronwood;Lord_Uller_(husband_of_Nymeria)
Davos Deddings,Davos_Deddings,,,,,,House_Deddings,Darla_Deddings
Davos Seaworth,Davos_Seaworth,,,Marya_Seaworth,,Dale_Seaworth;Allard_Seaworth;Matthos_Seaworth;Maric_Seaworth;Devan_Seaworth;Stannis_Seaworth;Steffon_Seaworth,House_Seaworth;House_Baratheon_of_Dragonstone,Roro_Uhoris;Marya_Seaworth;Dale_Seaworth;Allard_Seaworth;Matthos_Seaworth;Maric_Seaworth;Devan_Seaworth;Stannis_Seaworth;Steffon_Seaworth;Stannis_Baratheon;Eddard_Stark;Robert_I_Baratheon;Salladhor_Saan;Gulian_Swann;Selwyn_Tarth;Cressen;Melisandre;Cersei_Lannister;Joffrey_Baratheon;Edric_Storm;Cortnay_Penrose;Renly_Baratheon;Imry_Florent;Patchface;Shireen_Baratheon;Khorane_Sathmantes;Axell_Florent;Azor_Ahai;Alester_Florent;Ardrian_Celtigar;Balon_Greyjoy;Robb_Stark;Selyse_Florent;Pylos;Aemon_Targaryen_(son_of_Maekar_I);Mance_Rayder;Jeor_Mormont;Andrew_Estermont;Wyman_Manderly;Wylis_Manderly;Jaime_Lannister;Cotter_Pyke;Jon_Snow;Godric_Borrell;Lysa_Arryn;Tywin_Lannister;Triston_Sunderland;Walder_Frey;Robett_Glover;Jared_Frey;Wendel_Manderly;Marlon_Manderly;Wylla_Manderly;Bartimus;Wex_Pyke;Bran_Stark;Rickon_Stark
Lord Dayne (father of Edric),Lord_Dayne_(father_of_Edric),,,,,,House_Dayne,Robert_I_Baratheon;Edric_Dayne;Arya_Stark;Ashara_Dayne;Allyria_Dayne;Arthur_Dayne
Deana Hardyng,Deana_Hardyng,,,Walton_Frey,,Steffon_Frey;Walda_Frey_(daughter_of_Walton);Bryan_Frey,House_Hardyng;House_Frey,
Lady Deddings,Lady_Deddings,,,Lord_Deddings,,,House_Deddings,Lord_Deddings
Lord Deddings,Lord_Deddings,,,Lady_Deddings,,,House_Deddings,Lady_Deddings;Sandor_Clegane
Del,Del,,,,,,Mance_Rayder,Jarl;Styr;Jon_Snow;Errok;Bran_Stark
Delena Florent,Delena_Florent,Colin_Florent,,Hosman_Norcross,Robert_I_Baratheon,Edric_Storm;Alester_Norcross;Renly_Norcross,House_Florent;House_Norcross,Selyse_Florent;Stannis_Baratheon;Robert_I_Baratheon;Edric_Storm;Renly_Baratheon;Tywin_Lannister;Tyrion_Lannister;Colin_Florent;Hosman_Norcross
Della Frey,Della_Frey,Benfrey_Frey,Jyanna_Frey,,,,House_Frey,
Dellono,Dellono,,,,,,,Daena_(mummer);Arya_Stark
Delonne Allyrion,Delonne_Allyrion,,,,,Ryon_Allyrion,House_Allyrion,
Delp,Delp,,,,,,House_Tully,Tyrion_Lannister;Jaime_Lannister;Vyman;Rickard_Karstark;Willem_Lannister;Tion_Frey
Demon of Darry,Demon_of_Darry,,,,,,House_Darry;Kingsguard,Jaime_Lannister;Loras_Tyrell
Denestan,Denestan,,,,,,Citadel,Rodrik_Harlaw
Dennet,Dennet,,,,,,Brotherhood_without_banners,Sandor_Clegane;Beric_Dondarrion;Anguy;Kyle_(brotherhood);Thoros_of_Myr
Dennis Plumm,Dennis_Plumm,Philip_Plumm,,,,,House_Plumm,Peter_Plumm;Harwyn_Plumm;Tywin_Lannister;Jaime_Lannister;Catelyn_Stark
Dennis the Lame,Dennis_the_Lame,,,,,,Poor_Fellows,
Dennis Whitfield,Dennis_Whitfield,,,,,,House_Whitfield;Kingsguard,Thaddeus_Rowan;Marston_Waters;Mervyn_Flowers;Amaury_Peake;Agramore_Cobb;Edmund_Warrick
Denyo Terys,Denyo_Terys,Ternesio_Terys,,,,,,Arya_Stark
Denys,Silver_Denys,,,,,,Blacks,Jacaerys_Velaryon
Denys Arryn,Denys_Arryn,,,Elys_Waynwood,,,House_Arryn,Alys_Arryn;Elbert_Arryn;Jon_Arryn;Ronnel_Arryn_(son_of_Jasper);Aerys_II_Targaryen;Jon_Connington
Denys Darklyn,Denys_Darklyn,,,,,,House_Darklyn,Aerys_II_Targaryen;Gwayne_Gaunt;Symon_Hollard;Tywin_Lannister;Barristan_Selmy
Denys Drumm,Denys_Drumm,Dunstan_Drumm,,,,,House_Drumm,
Denys Harte,Denys_Harte,,,,,,House_Harte,Manfryd_Mooton;Mushroom
Denys Mallister,Denys_Mallister,,,,,,House_Mallister;Night's_Watch,Samwell_Tarly;Alester_Florent;Randyll_Tarly;Lord_Commander_Qorgyle;Jeor_Mormont;Mance_Rayder;Qhorin_Halfhand;Craster;Tyrion_Lannister;Tywin_Lannister;Cotter_Pyke;Janos_Slynt;Bowen_Marsh;Gilly;Othell_Yarwyck;Stannis_Baratheon;Jon_Snow
Denys Oakheart,Denys_Oakheart,,,,,,House_Oakheart,
Denys Redwyne,Denys_Redwyne,Desmond_Redwyne,Denyse_Hightower,,,,House_Redwyne,
Denys Snow,Denys_Snow,,,,,,House_Dustin;Aegon_Targaryen_(son_of_Aenys_I),Aegon_Targaryen_(son_of_Aenys_I);Maegor_I_Targaryen
Denys Strong,Denys_Strong,,,,,,Golden_Company,Duncan_Strong;Aegon_Targaryen_(son_of_Rhaegar)
Denys Swann,Denys_Swann,,,,,,House_Swann,Daella_Targaryen_(daughter_of_Jaehaerys_I)
Denys Woodwright,Denys_Woodwright,,,,,,House_Woodwright;House_Velaryon,Addam_Velaryon;Thoron_True;Mysaria
Denyse Hightower,Denyse_Hightower,Leyton_Hightower,,Desmond_Redwyne,,Denys_Redwyne,House_Hightower;House_Redwyne,
Denzo D'han,Denzo_D'han,,,,,,Windblown,Tattered_Prince;Daenerys_Targaryen;Gerris_Drinkwater;Quentyn_Martell;Caggo;Meris;Archibald_Yronwood
Deremond,Deremond,,,,,,,Catelyn_Stark;Rymund_the_Rhymer
Deria Martell,Deria_Martell,Nymor_Martell,,,,,House_Martell,Meria_Martell;Nymor_Martell;Visenya_Targaryen;Orys_Baratheon;Aegon_I_Targaryen;Aenys_I_Targaryen;Vulture_King_(Aenys_I)
Dermot of the Rainwood,Dermot_of_the_Rainwood,,,,,,House_Baratheon_of_Dragonstone;House_Baratheon_of_King's_Landing,Stannis_Baratheon;Joffrey_Baratheon;Jaime_Lannister;Tommen_Baratheon;Brynden_Tully
Derrick Darry,Derrick_Darry,,,,,,House_Darry;Blacks,Lord_Darry_(Dance);Aemond_Targaryen;Addam_Velaryon;Roland_Darry
Derrick Fossoway,Derrick_Fossoway,,,,,,House_Fossoway;Band_of_Nine,
Desmera Redwyne,Desmera_Redwyne,Paxter_Redwyne,Mina_Tyrell,,,,House_Redwyne,Randyll_Tarly;Samwell_Tarly;Paxter_Redwyne;Horas_Redwyne;Hobber_Redwyne;Daven_Lannister;Stafford_Lannister;Tywin_Lannister;Walder_Frey
Desmond,Desmond_(Grand_Maester),,,,,,Citadel;House_Targaryen,Alys_Harroway;Maegor_I_Targaryen;Lucas_Harroway;Gawen;Myros
Desmond,Desmond,,,,,,House_Stark,Eddard_Stark;Gared;Tomard;Jory_Cassel;Luwin;Catelyn_Stark;Lysa_Arryn;Jon_Arryn;Cersei_Lannister;Robert_I_Baratheon;Hullen;Harwin;Jacks;Tobho_Mott;Yoren;Tyrion_Lannister;Arya_Stark;Beric_Dondarrion;Gregor_Clegane;Cayn;Petyr_Baelish;Stannis_Baratheon
Desmond Darry,Desmond_Darry,,,,,,House_Darry,
Desmond Grell,Desmond_Grell,,,,,,House_Grell;Night's_Watch,Hoster_Tully;Catelyn_Stark;Eddard_Stark;Robb_Stark;Edmure_Tully;Jaime_Lannister;Myles_(squire);Brienne_Tarth;Rymund_the_Rhymer;Tywin_Lannister;Utherydes_Wayn;Robin_Ryger;Cleos_Frey;Lothar_Frey;Walder_Frey;Rafford
Desmond Mallister,Desmond_Mallister,,,,,,House_Mallister,Haereg;Loron_Greyjoy_(lord)
Desmond Redwyne,Desmond_Redwyne,,,Denyse_Hightower,,Denys_Redwyne,House_Redwyne,
Devan Seaworth,Devan_Seaworth,Davos_Seaworth,Marya_Seaworth,,,,House_Seaworth;House_Baratheon_of_Dragonstone,Melisandre;Stannis_Baratheon;Bryen_Farring;Dale_Seaworth;Allard_Seaworth;Renly_Baratheon;Salladhor_Saan;Pylos;Shireen_Baratheon;Edric_Storm;Robert_I_Baratheon;Steffon_Seaworth;Stannis_Seaworth;Jon_Snow
Devyn Sealskinner,Devyn_Sealskinner,,,,,,Mance_Rayder,Tormund;Jon_Snow
Deziel Dalt,Deziel_Dalt,,,,,,House_Dalt,Arianne_Martell;Andrey_Dalt;Oberyn_Martell;Tyrion_Lannister;Doran_Martell;Balon_Swann;Ricasso;Tommen_Baratheon
Dhako,Dhako,Onqo,,,,,,Terrio_Erastes;Temmo
Dhazzar,Dhazzar,,,,,,,Daenerys_Targaryen;Skahaz_mo_Kandaq;Hizdahr_zo_Loraq;Barristan_Selmy
Dick,Fletcher_Dick,,,,,,Kingswood_Brotherhood,
Dick,Yellow_Dick,,,,,,House_Bolton,Walder_Frey_(son_of_Jammos);Walder_Frey_(son_of_Merrett);Theon_Greyjoy;Ramsay_Snow;Arnolf_Karstark;Hother_Umber;Arya_Stark;Jeyne_Poole;Roose_Bolton;Stannis_Baratheon;Holly;Rowan
Dick Bean,Dick_Bean,,,,,,House_Targaryen,Maegor_I_Targaryen;Damon_Morrigen;Lyle_Bracken
Dick Cole,Dick_Cole,,,,,,Golden_Company,Criston_Cole;Viserys_I_Targaryen;Aegon_II_Targaryen;Will_Cole;Jon_Connington;Aegon_Targaryen_(son_of_Rhaegar)
Dick Crabb,Dick_Crabb,,,,,,House_Crabb,Clarence_Crabb;Dwarf_brother;Sansa_Stark;Dontos_Hollard;Podrick_Payne;Eustace_Brune;Shagwell;Timeon;Pyg;Hyle_Hunt
Dick Follard,Dick_Follard,,,,,,House_Follard;Night's_Watch,Jeor_Mormont;Benjen_Stark;Mance_Rayder;Styr;Jon_Snow;Satin;Ygritte
Dick Straw,Dick_Straw,,,,,,Windblown;House_Straw,Tattered_Prince;Meris;Daenerys_Targaryen
Dickon Flowers,Dickon_Flowers,,,,,,House_Beesbury;Faith_of_the_Seven;Warrior's_Sons,Maegor_I_Targaryen
Dickon Frey,Dickon_Frey,Jammos_Frey,Sallei_Paege,,,,House_Frey,
Dickon Manwoody,Dickon_Manwoody,Dagos_Manwoody,,,,,House_Manwoody,Dagos_Manwoody;Mors_Manwoody;Myles_Manwoody;Oberyn_Martell
Dickon Morrigen,Dickon_Morrigen,,,,,,House_Morrigen,Bastard_of_Blackhaven
Dickon Tarly,Dickon_Tarly,Randyll_Tarly,Melessa_Florent,Eleanor_Mooton,,,House_Tarly,Randyll_Tarly;Melessa_Florent;Samwell_Tarly;Renly_Baratheon;Eleanor_Mooton;William_Mooton
Dirk,Dirk,,,,,,Night's_Watch,Jeor_Mormont;Blane;Craster;Bannen;Coldhands;Bran_Stark
Dobber,Dobber,,,,,,,Gendry;Yoren;Reysen;Arya_Stark;Amory_Lorch;Lommy_Greenhands
Dogkiller,Dogkiller,,,,,,Unsullied;House_Targaryen,Barristan_Selmy;Grey_Worm;Sure_Spear
Dolf,Dolf,Holger,,,,Shagga,Stone_Crows,
Domeric Bolton,Domeric_Bolton,Roose_Bolton,Bethany_Bolton,,,,House_Bolton,Barbrey_Dustin;Horton_Redfort;Ramsay_Snow;Uthor;Walda_Frey_(daughter_of_Merrett);Roose_Bolton;Theon_Greyjoy
Donal Noye,Donal_Noye,,,,,,Night's_Watch;House_Baratheon,Steffon_Baratheon;Robert_I_Baratheon;Rhaegar_Targaryen;Stannis_Baratheon;Jon_Snow;Rodrik_Cassel;Rudge;Samwell_Tarly;Jeor_Mormont;Othor;Renly_Baratheon;Bowen_Marsh;Styr;Aemon_Targaryen_(son_of_Maekar_I);Mance_Rayder;Mag_Mar_Tun_Doh_Weg;Denys_Mallister;Cotter_Pyke
Lord Dondarrion (father of Simon),Lord_Dondarrion_(father_of_Simon),,,,,Simon_Dondarrion,House_Dondarrion,Jaehaerys_I_Targaryen;Alysanne_Targaryen;Alyssa_Velaryon;Simon_Dondarrion
Lord Dondarrion (father of Manfred),Lord_Dondarrion_(father_of_Manfred),,,,,Manfred_Dondarrion,House_Dondarrion,Pearse_Caron;Vulture_King_(Daeron_II);Arlan_of_Pennytree;Duncan_the_Tall
Donel Greyjoy,Donel_Greyjoy,Quellon_Greyjoy,Lady_Stonetree_(wife_of_Quellon_Greyjoy),,,,House_Greyjoy,
Donella Hornwood,Donella_Hornwood,,,Halys_Hornwood;Ramsay_Snow,,Daryn_Hornwood,House_Manderly;House_Hornwood;House_Bolton,Halys_Hornwood;Daryn_Hornwood;Jaime_Lannister;Larence_Snow;Ramsay_Snow;Wyman_Manderly;Wendel_Manderly;Luwin;Mors_Umber;Rodrik_Cassel;Bran_Stark;Leobald_Tallhart;Beren_Tallhart;Berena_Hornwood;Robb_Stark;Theon_Greyjoy;Wylla_Manderly;Arya_Stark;Jeyne_Poole;Barbrey_Dustin
Doniphos Paenymion,Doniphos_Paenymion,,,,,,Elephants_(Volantis),Daenerys_Targaryen;Qavo_Nogarys;Alios_Qhaedar;Parquello_Vaelaros;Belicho_Staegone
Donnel Arryn,Donnel_Arryn,,,,,,House_Arryn,Daemon_I_Blackfyre;Gwayne_Corbray;Humfrey_Hardyng;Donnel_of_Duskendale
Donnel Drumm,Donnel_Drumm,Dunstan_Drumm,,,,,House_Drumm,
Donnel Flint,Donnel_Flint,Torghen_Flint,,,,,House_Flint_of_the_mountains,Artos_Flint;Stannis_Baratheon
Donnel Haigh,Donnel_Haigh,Leslyn_Haigh,Perriane_Frey,,,,House_Haigh,Sandor_Clegane;Catelyn_Stark;Edmure_Tully;Arya_Stark;Shella_Whent;Harys_Haigh;Arwood_Frey;Quincy_Cox
