ID,name,community,primary_house,region
Bryen,Bryen,12,House_Baelish,Vale
Bryen_Caron,Bryen Caron,8,House_Caron,Stormlands
Bryen_Farring,Bryen Farring,8,House_Farring,Crownlands
Bryndemere_Tarth,Bryndemere Tarth,2,House_Tarth,Stormlands
Brynden_Rivers,Brynden Rivers,1,House_Targaryen,Crownlands
Brynden_Tully,Brynden Tully,4,House_Tully,Riverlands
Bryndon_Hightower,Bryndon Hightower,2,House_Hightower,Reach
Lady_Buckler,Lady Buckler,2,House_Buckler,Stormlands
Lord_Buckler,Lord Buckler,2,House_Buckler,Stormlands
Buford_Bulwer,Buford Bulwer,1,House_Bulwer,
Lady_Bulwer's_brother,Lady Bulwer's brother,12,House_Tyrell,Reach
Bump,Bump,5,,
Burton_Crakehall,Burton Crakehall,4,House_Crakehall,Westerlands
Burton_Humble,Burton Humble,14,House_Humble,
Butterbumps,Butterbumps,12,House_Tyrell,Reach
Butterwell_(Hand_of_the_King),Butterwell (Hand of the King),8,House_Butterwell,
Lord_Butterwell,Lord Butterwell,2,Blacks,Crownlands
Buu,Buu,5,,
Byam_Flint,Byam Flint,5,House_Flint,North
Byan_Votyris,Byan Votyris,7,,
Byren_Flowers,Byren Flowers,1,,
Byron_Swann,Byron Swann,2,House_Swann,Stormlands
Byron_the_Beautiful,Byron the Beautiful,12,House_Baelish,Vale
Bywin_Strong,Bywin Strong,3,House_Strong,Riverlands
Cadwyl,Cadwyl,5,House_Greyjoy,Iron_Islands
Cadwyn,Cadwyn,11,House_Lannister,Westerlands
Lord_Cafferen,Lord Cafferen,5,House_Cafferen,Stormlands
Caggo,Caggo,7,Windblown,Sellsword
Caleotte,Caleotte,12,Citadel,Order
Calla_Blackfyre,Calla Blackfyre,1,House_Blackfyre,Crownlands
Calon,Calon,5,House_Stark,North
Camarron_of_the_Count,Camarron of the Count,7,House_of_Loraq,Essos
Cameron_Tarth,Cameron Tarth,3,House_Tarth,Stormlands
Captain's_sister,Captain's sister,1,,
Captain_of_the_Myraham,Captain of the Myraham,4,,
Captain_of_the_Prince_Aemon,Captain of the Prince Aemon,12,House_Baratheon_of_King's_Landing,Crownlands
Captain_of_the_River_Arrow,Captain of the River Arrow,12,House_Baratheon_of_King's_Landing,Crownlands
Captain_of_the_Selaesori_Qhoran,Captain of the Selaesori Qhoran,7,,
Captain_of_the_Wildwind,Captain of the Wildwind,12,House_Baratheon_of_King's_Landing,Crownlands
Carellen_Smallwood,Carellen Smallwood,4,House_Smallwood,Riverlands
Carrot,Carrot,5,House_Royce_of_the_Gates_of_the_Moon,
Casper_Straw,Casper Straw,3,Faith_of_the_Seven,Order
Casper_Wylde,Casper Wylde,7,House_Wylde,Stormlands
Caspor_Hill,Caspor Hill,7,Golden_Company,Sellsword
Cass,Cass,4,Peach,
Cassana_Estermont,Cassana Estermont,8,House_Estermont,Stormlands
Cassandra_Baratheon,Cassandra Baratheon,2,House_Baratheon,Stormlands
Cassella_Vaith,Cassella Vaith,1,House_Vaith,Dorne
Cassella_Staunton,Cassella Staunton,3,House_Staunton,Crownlands
Casso_Mogat,Casso Mogat,8,,
Lady_Caswell,Lady Caswell,2,House_Caswell,Reach
Lord_Caswell,Lord Caswell,7,House_Caswell,Reach
Lord_Caswell_(Dance),Lord Caswell (Dance),2,House_Caswell,Reach
Catelyn_Bracken,Catelyn Bracken,12,House_Bracken,Riverlands
Catelyn_Stark,Catelyn Stark,4,House_Tully,Riverlands
Catspaw,Catspaw,5,,
Cayn,Cayn,5,House_Stark,North
Cedra,Cedra,12,House_Martell,Dorne
Cedric_Payne,Cedric Payne,12,House_Payne,Westerlands
Cedrik_Storm,Cedrik Storm,7,House_Buckler,Stormlands
Celia_Tully,Celia Tully,7,House_Tully,Riverlands
Cellador,Cellador,5,Night's_Watch,Order
Cerelle_Lannister_(daughter_of_Tybolt),Cerelle Lannister,1,House_Lannister,Westerlands
Cerelle_Lannister_(daughter_of_Jason),Cerelle Lannister,2,House_Lannister,Westerlands
Cerenna_Lannister,Cerenna Lannister,4,House_Lannister,Westerlands
Cerissa_Brax,Cerissa Brax,1,House_Brax,Westerlands
Cerrick,Cerrick,1,Citadel,Order
Cersei_Frey,Cersei Frey,4,House_Frey,Riverlands
Cersei_Lannister,Cersei Lannister,12,House_Lannister,Westerlands
Ceryse_Hightower,Ceryse Hightower,3,House_Hightower,Reach
Chain,Chain,7,Golden_Company,Sellsword
Lord_Chambers,Lord Chambers,2,Blacks,Crownlands
Chataya,Chataya,12,Chataya's_brothel,
Chayle,Chayle,5,Faith_of_the_Seven,Order
Cheese_(the_rat-catcher),Cheese (the rat-catcher),2,Blacks,Crownlands
Chella,Chella,12,Black_Ears,
Chett,Chett,5,Night's_Watch,Order
Chezdhar_zo_Rhaezn,Chezdhar zo Rhaezn,7,House_of_Rhaezn,
Chiggen,Chiggen,4,,
Childer,Childer,0,Citadel,Order
Chiswyck,Chiswyck,11,House_Clegane,Westerlands
Lord_Chyttering_(father_of_Lucos),Lord Chyttering (father of Lucos),8,House_Chyttering,Crownlands
Cissy,Cissy,5,House_Waynwood,Vale
Clarence_Charlton,Clarence Charlton,1,House_Charlton,Riverlands
Clarence_Crabb,Clarence Crabb,12,House_Crabb,Crownlands
Clarence_Crabb_(Short),Clarence Crabb,12,House_Crabb,Crownlands
Clarent_Crakehall,Clarent Crakehall,2,House_Crakehall,Westerlands
Clarice_Osgrey,Clarice Osgrey,2,House_Osgrey,Reach
Clarisse_Dayne,Clarisse Dayne,3,House_Dayne,Dorne
Clayton_Suggs,Clayton Suggs,5,House_Baratheon_of_Dragonstone,Crownlands
Clegane_(father_of_Gregor_and_Sandor),Clegane (father of Gregor and Sandor),1,House_Clegane,Westerlands
Clegane_(founder),Clegane (founder),1,House_Clegane,Westerlands
Clegg,Clegg,3,Citadel,Order
Clement,Clement,12,Faith_of_the_Seven,Order
Clement_Celtigar,Clement Celtigar,2,House_Celtigar,Crownlands
Clement_Crabb,Clement Crabb,3,House_Crabb,Crownlands
Clement_Piper,Clement Piper,4,House_Piper,Riverlands
Cleon,Cleon,7,,
Cleon_the_Second,Cleon the Second,7,,
Cleos_Frey,Cleos Frey,4,House_Frey,Riverlands
Cletus_Yronwood,Cletus Yronwood,7,House_Yronwood,Dorne
Cley_Cerwyn,Cley Cerwyn,5,House_Cerwyn,North
Cleyton_Caswell,Cleyton Caswell,1,House_Caswell,Reach
Clifford_Swann,Clifford Swann,12,House_Swann,Stormlands
Clubfoot_Karl,Clubfoot Karl,5,Night's_Watch,Order
Clydas,Clydas,5,Night's_Watch,Order
Coals,Coals,5,Three-eyed_crow,
Cohollo,Cohollo,7,Drogo,Essos
Coldhands,Coldhands,5,Night's_Watch,Order
Colemon,Colemon,5,Citadel,Order
Colen_of_Greenpools,Colen of Greenpools,12,House_Baratheon,Stormlands
Colin_Florent,Colin Florent,8,House_Florent,Reach
Collio_Quaynis,Collio Quaynis,12,,
Conn,Conn,12,Stone_Crows,Beyond_the_Wall
Conwy,Conwy,5,Night's_Watch,Order
Lady_Corbray,Lady Corbray,12,House_Corbray,Vale
Lord_Corbray_(father_of_Lyonel),Lord Corbray (father of Lyonel),7,House_Corbray,Vale
Corliss_Penny,Corliss Penny,5,House_Baratheon_of_Dragonstone,Crownlands
Corlos,Corlos,1,House_Casterly,
Corlys_Velaryon,Corlys Velaryon,2,House_Velaryon,Crownlands
Corlys_Velaryon_(son_of_Daemon),Corlys Velaryon,3,House_Velaryon,Crownlands
Corsair_king,Corsair king,7,,
Cortnay_Penrose,Cortnay Penrose,8,House_Penrose,Stormlands
Corwyn_Corbray,Corwyn Corbray,2,House_Corbray,Vale
Corwyn_Velaryon,Corwyn Velaryon,3,House_Velaryon,Crownlands
Coryanne_Martell,Coryanne Martell,2,House_Martell,Dorne
Coryanne_Wylde,Coryanne Wylde,3,House_Wylde,Stormlands
Cosgrove,Cosgrove,1,House_Butterwell,
Cossomo,Cossomo,5,,
Lord_Costayne_(Daeron_II),Lord Costayne (Daeron II),1,House_Costayne,Reach
Lord_Costayne_(Aerys_I),Lord Costayne (Aerys I),1,House_Costayne,Reach
Cotter_Pyke,Cotter Pyke,5,Night's_Watch,Order
Courtenay_Greenhill,Courtenay Greenhill,12,House_Greenhill,
Crackbones,Crackbones,12,,
Craghas_Drahar,Craghas Drahar,2,Triarchy,
Cragorn,Cragorn,14,House_Greyjoy,Iron_Islands
Craster,Craster,5,Free_Folk,Beyond_the_Wall
Crawn,Crawn,12,Moon_Brothers,
Cregan_Karstark,Cregan Karstark,5,House_Karstark,North
Cregan_Stark,Cregan Stark,2,House_Stark,North
Cregard_Stark,Cregard Stark,2,House_Stark,North
Creighton_Longbough,Creighton Longbough,12,,
Cressen,Cressen,8,Citadel,Order
Lord_Cressey,Lord Cressey,2,House_Cressey,Crownlands
Crey,Crey,3,Citadel,Order
Crispian_Celtigar,Crispian Celtigar,3,House_Celtigar,Crownlands
Criston_Cole,Criston Cole,2,Kingsguard,Order
Cromm,Cromm,14,House_Greyjoy,Iron_Islands
Cuger,Cuger,5,Night's_Watch,Order
Culiper,Culiper,3,Citadel,Order
Cutjack,Cutjack,11,,
Cyrelle_Tarbeck,Cyrelle Tarbeck,1,House_Tarbeck,Westerlands
Cyrenna_Swann,Cyrenna Swann,4,House_Swann,Stormlands
Daario_Naharis,Daario Naharis,7,Stormcrows,Sellsword
Dacey_Mormont,Dacey Mormont,4,House_Mormont,North
Dacks,Dacks,5,House_Redfort,Vale
Daella_Targaryen_(daughter_of_Jaehaerys_I),Daella Targaryen,3,House_Targaryen,Crownlands
Daella_Targaryen_(daughter_of_Maekar_I),Daella Targaryen,1,House_Targaryen,Crownlands
Daemion_Velaryon,Daemion Velaryon,2,House_Velaryon,Crownlands
Daemion_Targaryen,Daemion Targaryen,3,House_Targaryen,Crownlands
Daemon_I_Blackfyre,Daemon I Blackfyre,1,House_Blackfyre,Crownlands
Daemon_II_Blackfyre,Daemon II Blackfyre,1,House_Blackfyre,Crownlands
Daemon_III_Blackfyre,Daemon III Blackfyre,1,House_Blackfyre,Crownlands
Daemon_Blackfyre_(cousin_of_Maelys_I),Daemon Blackfyre,7,House_Blackfyre,Crownlands
Daemon_Sand,Daemon Sand,12,House_Allyrion,Dorne
Daemon_Targaryen,Daemon Targaryen,2,House_Targaryen,Crownlands
Daemon_Velaryon,Daemon Velaryon,3,House_Velaryon,Crownlands
Daemon_Velaryon_(son_of_Aethan),Daemon Velaryon,3,House_Velaryon,Crownlands
Daena_(mummer),Daena,5,Gate_(playhouse),
Daena_Targaryen,Daena Targaryen,1,House_Targaryen,Crownlands
Daenaera_Velaryon,Daenaera Velaryon,2,House_Velaryon,Crownlands
Daenerys_Targaryen_(daughter_of_Jaehaerys_I),Daenerys Targaryen,3,House_Targaryen,Crownlands
Daenerys_Targaryen_(daughter_of_Aegon_IV),Daenerys Targaryen,12,House_Targaryen,Crownlands
Daenerys_Targaryen,Daenerys Targaryen,7,House_Targaryen,Crownlands
Daenora_Targaryen,Daenora Targaryen,1,House_Targaryen,Crownlands
Daeron_I_Targaryen,Daeron I Targaryen,1,House_Targaryen,Crownlands
Daeron_II_Targaryen,Daeron II Targaryen,1,House_Targaryen,Crownlands
Daeron_Targaryen_(son_of_Viserys_I),Daeron Targaryen,2,House_Targaryen,Crownlands
Daeron_Targaryen_(son_of_Maekar_I),Daeron Targaryen,1,House_Targaryen,Crownlands
Daeron_Targaryen_(son_of_Aegon_V),Daeron Targaryen,7,House_Targaryen,Crownlands
Daeron_Targaryen_(son_of_Aerys_II),Daeron Targaryen,7,House_Targaryen,Crownlands
Daeron_Vaith,Daeron Vaith,12,House_Vaith,Dorne
Daeron_Velaryon,Daeron Velaryon,2,House_Velaryon,Crownlands
Dagmer,Dagmer,5,House_Greyjoy,Iron_Islands
Dagon_Codd,Dagon Codd,5,House_Codd,Iron_Islands
Dagon_Ironmaker,Dagon Ironmaker,14,House_Ironmaker,Iron_Islands
Dagon_Greyjoy,Dagon Greyjoy,1,House_Greyjoy,Iron_Islands
Dagon_Greyjoy_(Drunkard),Dagon Greyjoy,14,House_Greyjoy,Iron_Islands
Dagos_Manwoody,Dagos Manwoody,12,House_Manwoody,Dorne
Dake,Dake,1,House_Osgrey,Reach
Dake_(Guard),Dake,12,House_Lannister,Westerlands
Dalbridge,Dalbridge,5,Night's_Watch,Order
Droopeye_Dale,Dale,14,House_Greyjoy,Iron_Islands
Dale_Drumm,Dale Drumm,14,House_Drumm,Iron_Islands
Dale_Seaworth,Dale Seaworth,8,House_Seaworth,Stormlands
Dalla,Dalla,5,Mance_Rayder,Beyond_the_Wall
Dalla_(Dragonstone),Dalla,8,House_Baratheon_of_Dragonstone,Crownlands
Dalton_Greyjoy,Dalton Greyjoy,2,House_Greyjoy,Iron_Islands
Damion_Lannister,Damion Lannister,12,House_Lannister,Westerlands
Damon_Dance-for-Me,Damon,5,House_Bolton,North
Damon_Darry,Damon Darry,2,House_Darry,Riverlands
Damon_Lannister_(lord),Damon Lannister,1,House_Lannister,Westerlands
Damon_Lannister_(son_of_Jason),Damon Lannister,1,House_Lannister,Westerlands
Damon_Marbrand,Damon Marbrand,4,House_Marbrand,Westerlands
Damon_Morrigen,Damon Morrigen,3,House_Morrigen,Stormlands
Damon_Teague,Damon Teague,9,,
Damon_Vypren,Damon Vypren,4,House_Frey,Riverlands
Dan,Dan,5,Mance_Rayder,Beyond_the_Wall
Dancy,Dancy,12,Chataya's_brothel,
Danelle_Lothston,Danelle Lothston,1,House_Lothston,Riverlands
Dannel,Dannel,5,Night's_Watch,Order
Danny_Flint,Danny Flint,5,House_Flint,North
Danos_Slynt,Danos Slynt,12,House_Slynt,Crownlands
Danwell_Frey,Danwell Frey,4,House_Frey,Riverlands
Dareon,Dareon,5,Night's_Watch,Order
Lord_Darklyn_(father_of_Jonquil_Darke),Lord Darklyn (father of Jonquil Darke),3,House_Darklyn,Crownlands
Darlessa_Marbrand,Darlessa Marbrand,1,House_Marbrand,Westerlands
Darnold_Darry,Darnold Darry,3,House_Darry,Riverlands
Darnold_Arryn,Darnold Arryn,3,House_Arryn,Vale
Lord_Darry_(Dance),Lord Darry (Dance),2,House_Darry,Riverlands
Lord_Darry_(father_of_Raymun),Lord Darry (father of Raymun),4,House_Darry,Riverlands
Daryn_Hornwood,Daryn Hornwood,5,House_Hornwood,North
Daughter_of_the_captain_of_the_Myraham,Daughter of the captain of the Myraham,14,,
Daughter_of_the_Dusk,Daughter of the Dusk,5,,
Daven_Lannister,Daven Lannister,4,House_Lannister,Westerlands
Davos_Baratheon,Davos Baratheon,3,House_Baratheon,Stormlands
Davos_Darklyn,Davos Darklyn,3,House_Darklyn,Crownlands
Davos_Dayne,Davos Dayne,10,House_Dayne,Dorne
Davos_Seaworth,Davos Seaworth,8,House_Seaworth,Stormlands
Lord_Dayne_(father_of_Edric),Lord Dayne (father of Edric),5,House_Dayne,Dorne
Lady_Deddings,Lady Deddings,4,House_Deddings,
Lord_Deddings,Lord Deddings,4,House_Deddings,
Del,Del,5,Mance_Rayder,Beyond_the_Wall
Delena_Florent,Delena Florent,8,House_Florent,Reach
Dellono,Dellono,5,,
Delp,Delp,4,House_Tully,Riverlands
Demon_of_Darry,Demon of Darry,4,House_Darry,Riverlands
Denestan,Denestan,14,Citadel,Order
Dennet,Dennet,4,Brotherhood_without_banners,Outlaw
Dennis_Plumm,Dennis Plumm,4,House_Plumm,Westerlands
Dennis_the_Lame,Dennis the Lame,3,Poor_Fellows,
Dennis_Whitfield,Dennis Whitfield,2,Kingsguard,Order
Denyo_Terys,Denyo Terys,5,,
Silver_Denys,Denys,3,Blacks,Crownlands
Denys_Arryn,Denys Arryn,5,House_Arryn,Vale
Denys_Darklyn,Denys Darklyn,7,House_Darklyn,Crownlands
Denys_Drumm,Denys Drumm,14,House_Drumm,Iron_Islands
Denys_Harte,Denys Harte,2,House_Harte,
Denys_Mallister,Denys Mallister,5,House_Mallister,Riverlands
Denys_Snow,Denys Snow,3,House_Dustin,North
Denys_Strong,Denys Strong,7,Golden_Company,Sellsword
Denys_Swann,Denys Swann,3,House_Swann,Stormlands
Denys_Woodwright,Denys Woodwright,2,House_Velaryon,Crownlands
Denzo_D'han,Denzo D'han,7,Windblown,Sellsword
Deremond,Deremond,4,,
Deria_Martell,Deria Martell,3,House_Martell,Dorne
Dermot_of_the_Rainwood,Dermot of the Rainwood,4,House_Baratheon_of_Dragonstone,Crownlands
Derrick_Darry,Derrick Darry,2,House_Darry,Riverlands
Desmera_Redwyne,Desmera Redwyne,12,House_Redwyne,Reach
Desmond_(Grand_Maester),Desmond,3,Citadel,Order
Desmond,Desmond,5,House_Stark,North
Desmond_Grell,Desmond Grell,4,Night's_Watch,Order
Desmond_Mallister,Desmond Mallister,14,House_Mallister,Riverlands
Devan_Seaworth,Devan Seaworth,8,House_Seaworth,Stormlands
Devyn_Sealskinner,Devyn Sealskinner,5,Mance_Rayder,Beyond_the_Wall
Deziel_Dalt,Deziel Dalt,12,House_Dalt,Dorne
Dhazzar,Dhazzar,7,,
Fletcher_Dick,Dick,5,Kingswood_Brotherhood,
Yellow_Dick,Dick,5,House_Bolton,North
Dick_Bean,Dick Bean,3,House_Targaryen,Crownlands
Dick_Cole,Dick Cole,2,Golden_Company,Sellsword
Dick_Crabb,Dick Crabb,12,House_Crabb,Crownlands
Dick_Follard,Dick Follard,5,Night's_Watch,Order
Dick_Straw,Dick Straw,7,Windblown,Sellsword
Dickon_Flowers,Dickon Flowers,3,House_Beesbury,Reach
Dickon_Manwoody,Dickon Manwoody,12,House_Manwoody,Dorne
Dickon_Morrigen,Dickon Morrigen,3,House_Morrigen,Stormlands
Dickon_Tarly,Dickon Tarly,12,House_Tarly,Reach
Dirk,Dirk,5,Night's_Watch,Order
Dobber,Dobber,11,,
Dogkiller,Dogkiller,7,Unsullied,Essos
Domeric_Bolton,Domeric Bolton,5,House_Bolton,North
Donal_Noye,Donal Noye,5,Night's_Watch,Order
Lord_Dondarrion_(father_of_Simon),Lord Dondarrion (father of Simon),3,House_Dondarrion,Stormlands
Lord_Dondarrion_(father_of_Manfred),Lord Dondarrion (father of Manfred),1,House_Dondarrion,Stormlands
Donel_Greyjoy,Donel Greyjoy,14,House_Greyjoy,Iron_Islands
Donella_Hornwood,Donella Hornwood,5,House_Manderly,North
Doniphos_Paenymion,Doniphos Paenymion,7,Elephants_(Volantis),
Donnel_Arryn,Donnel Arryn,1,House_Arryn,Vale
Donnel_Drumm,Donnel Drumm,14,House_Drumm,Iron_Islands
Donnel_Flint,Donnel Flint,8,House_Flint_of_the_mountains,
Donnel_Haigh,Donnel Haigh,4,House_Haigh,Riverlands
Donnel_Hightower,Donnel Hightower,3,House_Hightower,Reach
Donnel_Hill,Donnel Hill,5,House_Lannister,Westerlands
Donnel_Locke,Donnel Locke,4,House_Locke,North
Donnel_of_Duskendale,Donnel of Duskendale,1,Kingsguard,Order
Donnel_Swann,Donnel Swann,12,House_Swann,Stormlands
Donnel_Waynwood,Donnel Waynwood,12,House_Waynwood,Vale
Donnis,Donnis,12,House_Stark,North
Donnor_Stark,Donnor Stark,1,House_Stark,North
Donnor_Saltcliffe,Donnor Saltcliffe,14,House_Saltcliffe,Iron_Islands
Dontos_Hollard,Dontos Hollard,12,House_Hollard,
Doran_Martell,Doran Martell,12,House_Martell,Dorne
Dorcas,Dorcas,12,House_Lannister,Westerlands
Dorden_the_Dour,Dorden the Dour,8,House_Baratheon_of_Dragonstone,Crownlands
Dorea_Sand,Dorea Sand,12,House_Martell,Dorne
Doreah,Doreah,7,Drogo,Essos
Dormund,Dormund,5,Mance_Rayder,Beyond_the_Wall
Dorna_Swyft,Dorna Swyft,12,House_Swyft,Westerlands
Dornish_Dilly,Dornish Dilly,5,Night's_Watch,Order
Dorren_Stark,Dorren Stark,1,,
Blind_Doss,Blind Doss,5,Mance_Rayder,Beyond_the_Wall
Drako_Rogare,Drako Rogare,2,House_Rogare,Essos
Draper's_wife,Draper's wife,12,,
Draqaz,Draqaz,7,,
Drazenko_Rogare,Drazenko Rogare,2,House_Rogare,Essos
Drennan,Drennan,5,House_Greyjoy,Iron_Islands
Drinkwater_twins,Drinkwater twins,7,House_Drinkwater,Dorne
Drogo,Drogo,7,House_Targaryen,Crownlands
Drunken_Daughter,Drunken Daughter,5,,
Druselka,Druselka,10,Rhoynar,
Dryn,Dryn,5,Mance_Rayder,Beyond_the_Wall
Dudley,Dudley,4,,
Dunaver,Dunaver,12,House_Lannister,Westerlands
Duncan_the_Tall,Duncan the Tall,1,House_Osgrey,Reach
Duncan_Liddle,Duncan Liddle,5,House_Liddle,North
Duncan_Strong,Duncan Strong,7,Golden_Company,Sellsword
Duncan_Targaryen,Duncan Targaryen,7,House_Targaryen,Crownlands
Dunsen,Dunsen,11,House_Clegane,Westerlands
Dunstan_Drumm,Dunstan Drumm,14,House_Drumm,Iron_Islands
Dunstan_Pryor,Dunstan Pryor,3,House_Pryor,Vale
Duram_Bar_Emmon,Duram Bar Emmon,8,House_Bar_Emmon,Crownlands
Duran,Duran,7,Unsullied,Essos
Durran,Durran,12,,
Durran_II_Durrandon,Durran II Durrandon,12,,
Durran_Durrandon_(Bronze-Axe),Durran Durrandon,12,,
Durran_the_Third,Durran the Third,10,,
Dusky_woman,Dusky woman,7,House_Greyjoy,Iron_Islands
Dwarf_brother,Dwarf brother,12,Faith_of_the_Seven,Order
Dwarf_juggler,Dwarf juggler,12,,
Dyah,Dyah,5,Free_Folk,Beyond_the_Wall
Dyanna_Dayne,Dyanna Dayne,1,House_Dayne,Dorne
Dykk_Harlaw,Dykk Harlaw,5,House_Harlaw,Iron_Islands
Dywen,Dywen,5,Night's_Watch,Order
Dywen_Shell,Dywen Shell,13,,
Earl_Harlaw,Earl Harlaw,14,House_Harlaw,Iron_Islands
Easy,Easy,1,Night's_Watch,Order
Ebben,Ebben,5,Night's_Watch,Order
Ebrose,Ebrose,1,Citadel,Order
Eddara_Tallhart,Eddara Tallhart,5,House_Tallhart,North
Eddard_Karstark,Eddard Karstark,4,House_Karstark,North
Eddard_Stark,Eddard Stark,5,House_Stark,North
Eddison_Tollett,Eddison Tollett,5,House_Tollett,Vale
Edgar_Yronwood,Edgar Yronwood,12,House_Yronwood,Dorne
Edgar_Sloane,Edgar Sloane,7,House_Sloane,Reach
Edgerran,Edgerran,1,Citadel,Order
Edgerran_Oakheart,Edgerran Oakheart,12,House_Oakheart,Reach
Edmund_Ambrose,Edmund Ambrose,12,House_Ambrose,Reach
Edmund_Blackwood,Edmund Blackwood,4,House_Blackwood,Riverlands
Edmund_Breakstone,Edmund Breakstone,5,House_Breakstone,
Edmund_Gardener,Edmund Gardener,3,House_Gardener,Reach
Edmund_Warrick,Edmund Warrick,2,Kingsguard,Order
Edmund_Waxley,Edmund Waxley,12,House_Waxley,
Edmure_Tully,Edmure Tully,4,House_Tully,Riverlands
Edmure_Tully_(father_of_Axel),Edmure Tully,13,House_Tully,Riverlands
Edmyn_Tully,Edmyn Tully,3,House_Tully,Riverlands
Edric_Dayne,Edric Dayne,5,House_Dayne,Dorne
Edric_Stark,Edric Stark,2,House_Stark,North
Edric_Stark_(son_of_Cregan),Edric Stark,2,House_Stark,North
Edric_Storm,Edric Storm,8,House_Baratheon,Stormlands
Edwell_Celtigar,Edwell Celtigar,3,House_Celtigar,Crownlands
Edwyd_Fossoway,Edwyd Fossoway,8,House_Fossoway_of_Cider_Hall,
Edwyle_Stark,Edwyle Stark,8,House_Stark,North
Edwyn_Frey,Edwyn Frey,4,House_Frey,Riverlands
Edwyn_Osgrey,Edwyn Osgrey,1,House_Osgrey,Reach
Edyth,Edyth,3,Faith_of_the_Seven,Order
Eggon,Eggon,11,House_Clegane,Westerlands
Eglantine,Eglantine,12,Faith_of_the_Seven,Order
Egon_Emeros,Egon Emeros,7,Pureborn,
Eladon_Goldenhair,Eladon Goldenhair,7,Unsullied,Essos
Elaena_Targaryen,Elaena Targaryen,1,House_Targaryen,Crownlands
Elaena_Targaryen_(daughter_of_Gaemon),Elaena Targaryen,6,House_Targaryen,Crownlands
Elbert_Arryn,Elbert Arryn,5,House_Arryn,Vale
Elder_Brother_(Quiet_Isle),Elder Brother,12,House_Targaryen,Crownlands
Elderly_man,Elderly man,5,,
Eldiss,Eldiss,14,,
Eldon_Estermont,Eldon Estermont,12,House_Estermont,Stormlands
Eldred_Codd,Eldred Codd,14,House_Codd,Iron_Islands
Eldric_Arryn,Eldric Arryn,2,House_Arryn,Vale
Eleanor_Mooton,Eleanor Mooton,12,House_Mooton,Riverlands
Elenda_Caron,Elenda Caron,2,House_Caron,Stormlands
Elenei,Elenei,12,House_Durrandon,
Lord_Elesham,Lord Elesham,5,House_Waynwood,Vale
Eleyna_Westerling,Eleyna Westerling,4,House_Westerling,Westerlands
Elia_Martell,Elia Martell,12,House_Martell,Dorne
Elia_Sand,Elia Sand,12,House_Martell,Dorne
Elinor_Costayne,Elinor Costayne,3,House_Costayne,Reach
Elinor_Massey,Elinor Massey,2,House_Massey,Crownlands
Elinor_Tyrell,Elinor Tyrell,12,House_Tyrell,Reach
Elissa_Farman,Elissa Farman,3,House_Farman,Westerlands
Ella_Broome,Ella Broome,3,House_Targaryen,Crownlands
Ella_Lannister,Ella Lannister,1,House_Lannister_of_Lannisport,Westerlands
Ellard_Stark,Ellard Stark,2,House_Stark,North
Ellard_Crane,Ellard Crane,3,House_Crane,Reach
Ellaria_Sand,Ellaria Sand,12,House_Uller,Dorne
Ellendor,Ellendor,1,Citadel,Order
Ellery_Vance,Ellery Vance,4,House_Vance_of_Atranta,
Ellyn_Baratheon,Ellyn Baratheon,2,House_Baratheon,Stormlands
Ellyn_Caron,Ellyn Caron,3,House_Caron,Stormlands
Ellyn_Reyne,Ellyn Reyne,1,House_Reyne,Westerlands
Elmar_Frey,Elmar Frey,4,House_Frey,Riverlands
Elmo_Tully,Elmo Tully,2,House_Tully,Riverlands
Elric_Stark,Elric Stark,2,House_Stark,North
Elston_Tully,Elston Tully,9,House_Tully,Riverlands
Elwood,Elwood,4,House_Tully,Riverlands
Elwood_Harte,Elwood Harte,12,House_Harte,
Elwood_Meadows,Elwood Meadows,8,House_Meadows,Reach
Elyas_Willum,Elyas Willum,12,House_Willum,Reach
Elyas_Scales,Elyas Scales,3,House_Scales,
Elys_Arryn,Elys Arryn,3,House_Arryn,Vale
Elys_Waynwood,Elys Waynwood,5,House_Waynwood,Vale
Elys_Westerling,Elys Westerling,7,House_Westerling,Westerlands
Elysar,Elysar,3,Citadel,Order
Elza,Elza,7,House_of_Galare,
Emberlei_Frey,Emberlei Frey,4,House_Frey,Riverlands
Emma,Emma,11,Quill_and_Tankard,
Emmett,Emmett,5,Night's_Watch,Order
Emmon_Cuy,Emmon Cuy,12,House_Cuy,Reach
Emmon_Frey,Emmon Frey,4,House_Frey,Riverlands
Emmond,Emmond,14,Drowned_men,
Emory_Hill,Emory Hill,2,House_Lannister_of_Lannisport,Westerlands
Emrick,Emrick,5,Night's_Watch,Order
Endehar,Endehar,5,House_Greyjoy,Iron_Islands
Endrew_Tarth,Endrew Tarth,5,House_Tarth,Stormlands
Enger,Enger,4,House_Tully,Riverlands
Eon_Hunter,Eon Hunter,5,House_Hunter,Vale
Erena_Glover,Erena Glover,14,House_Glover,North
Erich_Hoare,Erich Hoare,14,House_Hoare,Iron_Islands
Erich_I_Greyiron,Erich I Greyiron,14,,
Erik_Ironmaker,Erik Ironmaker,14,House_Ironmaker,Iron_Islands
Ermesande_Hayford,Ermesande Hayford,12,House_Hayford,Crownlands
Eroeh,Eroeh,7,Lhazareen,
Erreck,Erreck,12,Citadel,Order
Erreg,Erreg,0,,
Erren_Florent,Erren Florent,12,House_Florent,Reach
