ID,name,community,primary_house,community_dominant_house,agrees_with_community
Fletcher_Dick,Dick,5,Kingswood_Brotherhood,Night's_Watch,False
Yellow_Dick,Dick,5,House_Bolton,Night's_Watch,False
Dick_Bean,Dick Bean,3,House_Targaryen,House_Targaryen,True
Dick_Cole,Dick Cole,7,Golden_Company,House_Targaryen,False
Dick_Crabb,Dick Crabb,0,House_Crabb,House_Martell,False
Dick_Follard,Dick Follard,5,House_Follard,Night's_Watch,False
Dick_Straw,Dick Straw,7,Windblown,House_Targaryen,False
Dickon_Flowers,Dickon Flowers,3,House_Beesbury,House_Targaryen,False
Dickon_Manwoody,Dickon Manwoody,0,House_Manwoody,House_Martell,False
Dickon_Morrigen,Dickon Morrigen,3,House_Morrigen,House_Targaryen,False
Dickon_Tarly,Dickon Tarly,0,House_Tarly,House_Martell,False
Dirk,Dirk,5,Night's_Watch,Night's_Watch,True
Dobber,Dobber,13,,House_Frey,False
Dogkiller,Dogkiller,7,Unsullied,House_Targaryen,False
Domeric_Bolton,Domeric Bolton,5,House_Bolton,Night's_Watch,False
Donal_Noye,Donal Noye,5,Night's_Watch,Night's_Watch,True
Lord_Dondarrion_(father_of_Simon),Lord Dondarrion (father of Simon),3,House_Dondarrion,House_Targaryen,False
Lord_Dondarrion_(father_of_Manfred),Lord Dondarrion (father of Manfred),14,House_Dondarrion,House_Targaryen,False
Donel_Greyjoy,Donel Greyjoy,8,House_Greyjoy,House_Greyjoy,True
Donella_Hornwood,Donella Hornwood,5,House_Manderly,Night's_Watch,False
Doniphos_Paenymion,Doniphos Paenymion,7,Elephants_(Volantis),House_Targaryen,False
Donnel_Arryn,Donnel Arryn,14,House_Arryn,House_Targaryen,False
Donnel_Drumm,Donnel Drumm,8,House_Drumm,House_Greyjoy,False
Donnel_Flint,Donnel Flint,12,House_Flint_of_the_mountains,House_Baratheon_of_Dragonstone,False
Donnel_Haigh,Donnel Haigh,13,House_Haigh,House_Frey,False
Donnel_Hightower,Donnel Hightower,3,House_Hightower,House_Targaryen,False
Donnel_Hill,Donnel Hill,5,House_Lannister,Night's_Watch,False
Donnel_Locke,Donnel Locke,13,House_Locke,House_Frey,False
Donnel_of_Duskendale,Donnel of Duskendale,14,Kingsguard,House_Targaryen,False
Donnel_Swann,Donnel Swann,0,House_Swann,House_Martell,False
Donnel_Waynwood,Donnel Waynwood,0,House_Waynwood,House_Martell,False
Donnis,Donnis,0,House_Stark,House_Martell,False
Donnor_Stark,Donnor Stark,14,House_Stark,House_Targaryen,False
Donnor_Saltcliffe,Donnor Saltcliffe,8,House_Saltcliffe,House_Greyjoy,False
Dontos_Hollard,Dontos Hollard,0,House_Hollard,House_Martell,False
Doran_Martell,Doran Martell,0,House_Martell,House_Martell,True
Dorcas,Dorcas,0,House_Lannister,House_Martell,False
Dorden_the_Dour,Dorden the Dour,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Dorea_Sand,Dorea Sand,0,House_Martell,House_Martell,True
Doreah,Doreah,7,Drogo,House_Targaryen,False
Dormund,Dormund,5,Mance_Rayder,Night's_Watch,False
Dorna_Swyft,Dorna Swyft,0,House_Swyft,House_Martell,False
Dornish_Dilly,Dornish Dilly,5,Night's_Watch,Night's_Watch,True
Dorren_Stark,Dorren Stark,14,,House_Targaryen,False
Blind_Doss,Blind Doss,5,Mance_Rayder,Night's_Watch,False
Drako_Rogare,Drako Rogare,2,House_Rogare,House_Stark,False
Draper's_wife,Draper's wife,0,,House_Martell,False
Draqaz,Draqaz,7,,House_Targaryen,False
Drazenko_Rogare,Drazenko Rogare,2,House_Rogare,House_Stark,False
Drennan,Drennan,5,House_Greyjoy,Night's_Watch,False
Drinkwater_twins,Drinkwater twins,7,House_Drinkwater,House_Targaryen,False
Drogo,Drogo,7,Drogo's_khalasar,House_Targaryen,False
Drunken_Daughter,Drunken Daughter,13,,House_Frey,False
Druselka,Druselka,10,Rhoynar,Rhoynar,True
Dryn,Dryn,5,Mance_Rayder,Night's_Watch,False
Dudley,Dudley,13,,House_Frey,False
Dunaver,Dunaver,0,House_Lannister,House_Martell,False
Duncan_the_Tall,Duncan the Tall,14,House_Osgrey,House_Targaryen,False
Duncan_Liddle,Duncan Liddle,5,House_Liddle,Night's_Watch,False
Duncan_Strong,Duncan Strong,7,Golden_Company,House_Targaryen,False
Duncan_Targaryen,Duncan Targaryen,7,House_Targaryen,House_Targaryen,True
Dunsen,Dunsen,13,House_Clegane,House_Frey,False
Dunstan_Drumm,Dunstan Drumm,8,House_Drumm,House_Greyjoy,False
Dunstan_Pryor,Dunstan Pryor,3,House_Pryor,House_Targaryen,False
Duram_Bar_Emmon,Duram Bar Emmon,12,House_Bar_Emmon,House_Baratheon_of_Dragonstone,False
Duran,Duran,7,Unsullied,House_Targaryen,False
Durran,Durran,0,,House_Martell,False
Durran_II_Durrandon,Durran II Durrandon,0,,House_Martell,False
Durran_Durrandon_(Bronze-Axe),Durran Durrandon,0,,House_Martell,False
Durran_the_Third,Durran the Third,10,,Rhoynar,False
Dusky_woman,Dusky woman,7,House_Greyjoy,House_Targaryen,False
Dwarf_brother,Dwarf brother,0,Faith_of_the_Seven,House_Martell,False
Dwarf_juggler,Dwarf juggler,0,,House_Martell,False
Dyah,Dyah,5,,Night's_Watch,False
Dyanna_Dayne,Dyanna Dayne,14,House_Dayne,House_Targaryen,False
Dykk_Harlaw,Dykk Harlaw,5,House_Harlaw,Night's_Watch,False
Dywen,Dywen,5,Night's_Watch,Night's_Watch,True
Dywen_Shell,Dywen Shell,1,,House_Tully,False
Earl_Harlaw,Earl Harlaw,8,House_Harlaw,House_Greyjoy,False
Easy,Easy,14,Night's_Watch,House_Targaryen,False
Ebben,Ebben,5,Night's_Watch,Night's_Watch,True
Ebrose,Ebrose,14,Citadel,House_Targaryen,False
Eddara_Tallhart,Eddara Tallhart,5,House_Tallhart,Night's_Watch,False
Eddard_Karstark,Eddard Karstark,13,House_Karstark,House_Frey,False
Eddard_Stark,Eddard Stark,5,House_Stark,Night's_Watch,False
Eddison_Tollett,Eddison Tollett,5,House_Tollett,Night's_Watch,False
Edgar_Yronwood,Edgar Yronwood,0,House_Yronwood,House_Martell,False
Edgar_Sloane,Edgar Sloane,7,House_Sloane,House_Targaryen,False
Edgerran,Edgerran,14,Citadel,House_Targaryen,False
Edgerran_Oakheart,Edgerran Oakheart,0,House_Oakheart,House_Martell,False
Edmund_Ambrose,Edmund Ambrose,0,House_Ambrose,House_Martell,False
Edmund_Blackwood,Edmund Blackwood,13,House_Blackwood,House_Frey,False
Edmund_Breakstone,Edmund Breakstone,5,House_Breakstone,Night's_Watch,False
Edmund_Gardener,Edmund Gardener,3,House_Gardener,House_Targaryen,False
Edmund_Warrick,Edmund Warrick,2,House_Warrick,House_Stark,False
Edmund_Waxley,Edmund Waxley,0,House_Waxley,House_Martell,False
Edmure_Tully,Edmure Tully,13,House_Tully,House_Frey,False
Edmure_Tully_(father_of_Axel),Edmure Tully,1,House_Tully,House_Tully,True
Edmyn_Tully,Edmyn Tully,3,House_Tully,House_Targaryen,False
Edric_Dayne,Edric Dayne,5,House_Dayne,Night's_Watch,False
Edric_Stark,Edric Stark,2,House_Stark,House_Stark,True
Edric_Stark_(son_of_Cregan),Edric Stark,2,House_Stark,House_Stark,True
Edric_Storm,Edric Storm,12,House_Baratheon,House_Baratheon_of_Dragonstone,False
Edwell_Celtigar,Edwell Celtigar,3,House_Celtigar,House_Targaryen,False
Edwyd_Fossoway,Edwyd Fossoway,12,House_Fossoway_of_Cider_Hall,House_Baratheon_of_Dragonstone,False
Edwyle_Stark,Edwyle Stark,12,House_Stark,House_Baratheon_of_Dragonstone,False
Edwyn_Frey,Edwyn Frey,13,House_Frey,House_Frey,True
Edwyn_Osgrey,Edwyn Osgrey,14,House_Osgrey,House_Targaryen,False
Edyth,Edyth,3,Faith_of_the_Seven,House_Targaryen,False
Eggon,Eggon,13,House_Clegane,House_Frey,False
Eglantine,Eglantine,0,Faith_of_the_Seven,House_Martell,False
Egon_Emeros,Egon Emeros,7,Pureborn,House_Targaryen,False
Eladon_Goldenhair,Eladon Goldenhair,7,Unsullied,House_Targaryen,False
Elaena_Targaryen,Elaena Targaryen,14,House_Targaryen,House_Targaryen,True
Elaena_Targaryen_(daughter_of_Gaemon),Elaena Targaryen,6,House_Targaryen,House_Targaryen,True
Elbert_Arryn,Elbert Arryn,5,House_Arryn,Night's_Watch,False
Elder_Brother_(Quiet_Isle),Elder Brother,0,House_Targaryen,House_Martell,False
Elderly_man,Elderly man,13,,House_Frey,False
Eldiss,Eldiss,8,,House_Greyjoy,False
Eldon_Estermont,Eldon Estermont,0,House_Estermont,House_Martell,False
Eldred_Codd,Eldred Codd,8,House_Codd,House_Greyjoy,False
Eldric_Arryn,Eldric Arryn,2,House_Arryn,House_Stark,False
Eleanor_Mooton,Eleanor Mooton,0,House_Mooton,House_Martell,False
Elenda_Caron,Elenda Caron,2,House_Caron,House_Stark,False
Elenei,Elenei,0,House_Durrandon,House_Martell,False
Lord_Elesham,Lord Elesham,5,House_Elesham,Night's_Watch,False
Eleyna_Westerling,Eleyna Westerling,13,House_Westerling,House_Frey,False
Elia_Martell,Elia Martell,0,House_Martell,House_Martell,True
Elia_Sand,Elia Sand,0,House_Martell,House_Martell,True
Elinor_Costayne,Elinor Costayne,3,House_Costayne,House_Targaryen,False
Elinor_Massey,Elinor Massey,2,House_Massey,House_Stark,False
Elinor_Tyrell,Elinor Tyrell,0,House_Tyrell,House_Martell,False
Elissa_Farman,Elissa Farman,3,House_Farman,House_Targaryen,False
Ella_Broome,Ella Broome,3,House_Broome,House_Targaryen,False
Ella_Lannister,Ella Lannister,14,House_Lannister_of_Lannisport,House_Targaryen,False
Ellard_Stark,Ellard Stark,2,House_Stark,House_Stark,True
Ellard_Crane,Ellard Crane,3,House_Crane,House_Targaryen,False
Ellaria_Sand,Ellaria Sand,0,House_Uller,House_Martell,False
Ellendor,Ellendor,14,Citadel,House_Targaryen,False
Ellery_Vance,Ellery Vance,13,House_Vance_of_Atranta,House_Frey,False
Ellyn_Baratheon,Ellyn Baratheon,2,House_Baratheon,House_Stark,False
Ellyn_Caron,Ellyn Caron,3,House_Caron,House_Targaryen,False
Ellyn_Reyne,Ellyn Reyne,14,House_Reyne,House_Targaryen,False
Elmar_Frey,Elmar Frey,13,House_Frey,House_Frey,True
Elmo_Tully,Elmo Tully,2,House_Tully,House_Stark,False
Elric_Stark,Elric Stark,2,House_Stark,House_Stark,True
Elston_Tully,Elston Tully,9,House_Tully,House_Blackwood,False
Elwood,Elwood,13,House_Tully,House_Frey,False
Elwood_Harte,Elwood Harte,0,House_Harte,House_Martell,False
Elwood_Meadows,Elwood Meadows,12,House_Meadows,House_Baratheon_of_Dragonstone,False
Elyas_Willum,Elyas Willum,0,House_Willum,House_Martell,False
Elyas_Scales,Elyas Scales,3,House_Scales,House_Targaryen,False
Elys_Arryn,Elys Arryn,3,House_Arryn,House_Targaryen,False
Elys_Waynwood,Elys Waynwood,5,House_Waynwood,Night's_Watch,False
Elys_Westerling,Elys Westerling,7,House_Westerling,House_Targaryen,False
Elysar,Elysar,3,Citadel,House_Targaryen,False
Elza,Elza,7,House_of_Galare,House_Targaryen,False
Emberlei_Frey,Emberlei Frey,13,House_Frey,House_Frey,True
Emma,Emma,11,Quill_and_Tankard,Citadel,False
Emmett,Emmett,5,Night's_Watch,Night's_Watch,True
Emmon_Cuy,Emmon Cuy,0,House_Cuy,House_Martell,False
Emmon_Frey,Emmon Frey,13,House_Frey,House_Frey,True
Emmond,Emmond,8,Drowned_men,House_Greyjoy,False
Emory_Hill,Emory Hill,2,House_Lannister_of_Lannisport,House_Stark,False
Emrick,Emrick,5,Night's_Watch,Night's_Watch,True
Endehar,Endehar,5,House_Greyjoy,Night's_Watch,False
Endrew_Tarth,Endrew Tarth,5,House_Tarth,Night's_Watch,False
Enger,Enger,13,House_Tully,House_Frey,False
Eon_Hunter,Eon Hunter,5,House_Hunter,Night's_Watch,False
Erena_Glover,Erena Glover,8,House_Glover,House_Greyjoy,False
Erich_Hoare,Erich Hoare,8,House_Hoare,House_Greyjoy,False
Erich_I_Greyiron,Erich I Greyiron,8,,House_Greyjoy,False
Erik_Ironmaker,Erik Ironmaker,8,House_Ironmaker,House_Greyjoy,False
Ermesande_Hayford,Ermesande Hayford,0,House_Hayford,House_Martell,False
Eroeh,Eroeh,7,Lhazareen,House_Targaryen,False
Erreck,Erreck,0,Citadel,House_Martell,False
Erreg,Erreg,4,,Citadel,False
Erren_Florent,Erren Florent,0,House_Florent,House_Martell,False
Errok,Errok,5,Mance_Rayder,Night's_Watch,False
Erryk_(guard),Erryk,0,House_Tyrell,House_Martell,False
Erryk_Cargyll,Erryk Cargyll,2,House_Cargyll,House_Stark,False
Erwin_Lannister,Erwin Lannister,2,House_Lannister,House_Stark,False
Esgred,Esgred,5,,Night's_Watch,False
Essie,Essie,2,House_of_Kisses,House_Stark,False
Estermont_(cousin_of_Robert),Estermont (cousin of Robert),13,House_Estermont,House_Frey,False
Ethan_Glover,Ethan Glover,5,House_Glover,Night's_Watch,False
Euron_Greyjoy,Euron Greyjoy,8,House_Greyjoy,House_Greyjoy,True
Eustace_(Braavos),Eustace,13,Faith_of_the_Seven,House_Frey,False
Eustace_(Dance_of_the_Dragons),Eustace,2,Faith_of_the_Seven,House_Stark,False
Eustace_Brune,Eustace Brune,0,House_Brune_of_the_Dyre_Den,House_Martell,False
Eustace_Hightower,Eustace Hightower,3,House_Hightower,House_Targaryen,False
Eustace_Hunter,Eustace Hunter,5,House_Hunter,Night's_Watch,False
Eustace_Osgrey,Eustace Osgrey,14,House_Osgrey,House_Targaryen,False
Ezzara,Ezzara,7,Graces,House_Targaryen,False
Ezzelyno,Ezzelyno,13,R'hllor,House_Frey,False
Faezhar_zo_Faez,Faezhar zo Faez,7,House_of_Faez,House_Targaryen,False
Falena_Stokeworth,Falena Stokeworth,2,House_Stokeworth,House_Stark,False
Falia_Flowers,Falia Flowers,8,House_Hewett,House_Greyjoy,False
Falyse_Stokeworth,Falyse Stokeworth,0,House_Stokeworth,House_Martell,False
Farlen,Farlen,5,House_Stark,Night's_Watch,False
Lord_Farman_(father_of_Lysa),Lord Farman (father of Lysa),2,House_Farman,House_Stark,False
Fat_fellow,Fat fellow,13,Faceless_Men,House_Frey,False
Fearless_Ithoke,Fearless Ithoke,7,House_of_Loraq,House_Targaryen,False
Lady_Fell,Lady Fell,2,House_Fell,House_Stark,False
Lord_Fell,Lord Fell,5,House_Fell,Night's_Watch,False
Silveraxe_Fell,Silveraxe Fell,5,House_Fell,Night's_Watch,False
Fern,Fern,13,,House_Frey,False
Ferny,Ferny,5,,Night's_Watch,False
Ferrego_Antaryon,Ferrego Antaryon,13,House_Antaryon,House_Frey,False
Ferret,Ferret,14,,House_Targaryen,False
Ferris_Fowler,Ferris Fowler,4,,Citadel,False
Fingers_(ironman),Fingers,8,,House_Greyjoy,False
First_King,First King,3,,House_Targaryen,False
Flement_Brax,Flement Brax,13,House_Brax,House_Frey,False
Florence_Fossoway,Florence Fossoway,3,House_Fossoway_of_Cider_Hall,House_Targaryen,False
Lord_Florent,Lord Florent,14,House_Florent,House_Targaryen,False
Florian_the_Fool,Florian the Fool,14,,House_Targaryen,False
Florian_Greysteel,Florian Greysteel,2,House_Mooton,House_Stark,False
Floris_Baratheon,Floris Baratheon,2,House_Baratheon,House_Stark,False
Florys_the_Fox,Florys the Fox,4,,Citadel,False
Fogo,Fogo,7,,House_Targaryen,False
Lord_Follard,Lord Follard,2,House_Follard,House_Stark,False
Lord_Footly,Lord Footly,2,House_Footly,House_Stark,False
Forley_Prester,Forley Prester,13,House_Prester,House_Frey,False
Forrest_Frey,Forrest Frey,2,House_Frey,House_Stark,False
Fralegg,Fralegg,8,,House_Greyjoy,False
Franklyn_Farman,Franklyn Farman,3,House_Farman,House_Targaryen,False
Franklyn_Flowers,Franklyn Flowers,7,Golden_Company,House_Targaryen,False
Franklyn_Fowler,Franklyn Fowler,0,House_Fowler,House_Martell,False
Franklyn_Frey,Franklyn Frey,14,House_Frey,House_Targaryen,False
Fredo_Rogare,Fredo Rogare,2,House_Rogare,House_Stark,False
Frenken,Frenken,0,Citadel,House_Martell,False
Frenya,Frenya,5,Mance_Rayder,Night's_Watch,False
Lady_Frey_(wife_of_Ambrose_Butterwell),Lady Frey (wife of Ambrose Butterwell),14,House_Frey,House_Targaryen,False
Lord_Frey,Lord Frey,14,House_Frey,House_Targaryen,False
Frynne,Frynne,0,House_Martell,House_Martell,True
Fulk_the_Flea,Fulk the Flea,5,Night's_Watch,Night's_Watch,True
Gael_Targaryen,Gael Targaryen,3,House_Targaryen,House_Targaryen,True
Gaemon_Palehair,Gaemon Palehair,2,House_Targaryen,House_Stark,False
Gaemon_Targaryen_(son_of_Aenar),Gaemon Targaryen,6,House_Targaryen,House_Targaryen,True
Gaemon_Targaryen_(son_of_Jaehaerys_I),Gaemon Targaryen,3,House_Targaryen,House_Targaryen,True
Gage,Gage,5,House_Stark,Night's_Watch,False
Galazza_Galare,Galazza Galare,7,House_of_Galare,House_Targaryen,False
Galbart_Glover,Galbart Glover,13,House_Glover,House_Frey,False
Galeo,Galeo,13,,House_Frey,False
Galladon_of_Morne,Galladon of Morne,0,,House_Martell,False
Galladon_Tarth,Galladon Tarth,0,House_Tarth,House_Martell,False
Gallard,Gallard,4,Citadel,Citadel,True
Galon_Whitestaff,Galon Whitestaff,8,Drowned_God,House_Greyjoy,False
Galt,Galt,0,Stone_Crows,House_Martell,False
Galtry_the_Green,Galtry the Green,14,,House_Targaryen,False
Galyeon_of_Cuy,Galyeon of Cuy,0,,House_Martell,False
Gared,Gared,5,Night's_Watch,Night's_Watch,True
Gareth_(maester),Gareth,2,Citadel,House_Stark,False
Gareth_Clifton,Gareth Clifton,0,House_Clifton,House_Martell,False
Gareth_Long,Gareth Long,2,House_Long,House_Stark,False
Gareth_the_Grey,Gareth the Grey,14,,House_Targaryen,False
Gargon_Qoherys,Gargon Qoherys,3,House_Qoherys,House_Targaryen,False
Garibald_Grey,Garibald Grey,2,House_Grey,House_Stark,False
Garibald_of_the_Seven_Stars,Garibald of the Seven Stars,3,Faith_of_the_Seven,House_Targaryen,False
Garibald_Shells,Garibald Shells,0,House_Martell,House_Martell,True
Garigus,Garigus,7,Alchemists'_Guild,House_Targaryen,False
Garin_(orphan),Garin,0,House_Martell,House_Martell,True
Garin_the_Great,Garin the Great,0,Rhoynar,House_Martell,False
Gariss,Gariss,5,House_Stark,Night's_Watch,False
Garlan_Tyrell,Garlan Tyrell,0,House_Tyrell,House_Martell,False
Garmon_Hightower,Garmon Hightower,3,House_Hightower,House_Targaryen,False
Garmund_Hightower,Garmund Hightower,2,House_Hightower,House_Stark,False
Garon_Baratheon,Garon Baratheon,3,House_Baratheon,House_Targaryen,False
Garrett_Flowers,Garrett Flowers,0,House_Tyrell,House_Martell,False
Garrett_Greenspear,Garrett Greenspear,5,Night's_Watch,Night's_Watch,True
Garrett_Paege,Garrett Paege,13,House_Paege,House_Frey,False
Garrick_Hall,Garrick Hall,2,Blacks,House_Stark,False
Garrison_Fowler,Garrison Fowler,10,,Rhoynar,False
Garrison_Prester,Garrison Prester,0,House_Prester,House_Martell,False
Garse,Garse,12,Night's_Watch,House_Baratheon_of_Dragonstone,False
Garse_Flowers,Garse Flowers,0,House_Tyrell,House_Martell,False
Garse_VII_Gardener,Garse VII Gardener,3,,House_Targaryen,False
Garse_Goodbrook,Garse Goodbrook,13,House_Goodbrook,House_Frey,False
Garth_of_Greenaway,Garth of Greenaway,5,Night's_Watch,Night's_Watch,True
Garth_the_Gardener,Garth the Gardener,4,,Citadel,False
Garth_VII_Gardener,Garth VII Gardener,4,,Citadel,False
Garth_X_Gardener,Garth X Gardener,4,,Citadel,False
Garth_XI_Gardener,Garth XI Gardener,4,,Citadel,False
Garth_XII_Gardener,Garth XII Gardener,0,,House_Martell,False
Garth_Greenfield,Garth Greenfield,13,House_Greenfield,House_Frey,False
Garth_Greenhand,Garth Greenhand,4,,Citadel,False
Garth_Greyfeather,Garth Greyfeather,5,Night's_Watch,Night's_Watch,True
Garth_the_Harelip,Garth the Harelip,2,City_Watch_of_King's_Landing,House_Stark,False
Garth_of_Oldtown,Garth of Oldtown,5,Night's_Watch,Night's_Watch,True
Garth_Tyrell,Garth Tyrell,0,House_Tyrell,House_Martell,False
Garth_(Wolf's_Den),Garth,13,House_Manderly,House_Frey,False
Gascoyne_of_the_Greenblood,Gascoyne of the Greenblood,0,House_Martell,House_Martell,True
Gavin_the_Trader,Gavin the Trader,5,Mance_Rayder,Night's_Watch,False
Gawen,Gawen,3,Citadel,House_Targaryen,False
Gawen_Corbray,Gawen Corbray,3,House_Corbray,House_Targaryen,False
Gawen_Gardener,Gawen Gardener,3,House_Gardener,House_Targaryen,False
Gawen_Glover,Gawen Glover,8,House_Glover,House_Greyjoy,False
Gawen_Swann,Gawen Swann,14,House_Swann,House_Targaryen,False
Gawen_Westerling,Gawen Westerling,13,House_Westerling,House_Frey,False
Gawen_Wylde,Gawen Wylde,12,House_Wylde,House_Baratheon_of_Dragonstone,False
Gedmund_Peake,Gedmund Peake,2,House_Peake,House_Stark,False
Gella,Gella,5,House_Borrell,Night's_Watch,False
Gelmarr,Gelmarr,5,House_Greyjoy,Night's_Watch,False
Gendel,Gendel,5,,Night's_Watch,False
Gendry,Gendry,13,Tobho_Mott,House_Frey,False
Gendry's_mother,Gendry's mother,5,,Night's_Watch,False
Genna_Lannister,Genna Lannister,13,House_Lannister,House_Frey,False
George_Graceford,George Graceford,2,House_Graceford,House_Stark,False
Gerald_Gower,Gerald Gower,12,House_Gower,House_Baratheon_of_Dragonstone,False
Gerardys,Gerardys,2,Citadel,House_Stark,False
Geremy_Frey,Geremy Frey,13,House_Frey,House_Frey,True
Gerion_Lannister,Gerion Lannister,14,House_Lannister,House_Targaryen,False
Germund_Botley,Germund Botley,8,House_Botley,House_Greyjoy,False
Gerold_Dayne,Gerold Dayne,0,House_Dayne_of_High_Hermitage,House_Martell,False
Gerold_Grafton,Gerold Grafton,0,House_Grafton,House_Martell,False
Gerold_Grafton_(king),Gerold Grafton,1,,House_Tully,False
Gerold_Hightower,Gerold Hightower,7,House_Hightower,House_Targaryen,False
Gerold_Lannister,Gerold Lannister,14,House_Lannister,House_Targaryen,False
Gerold_Templeton,Gerold Templeton,3,House_Templeton,House_Targaryen,False
Gerren,Gerren,13,,House_Frey,False
Gerrick_Kingsblood,Gerrick Kingsblood,12,House_Redbeard,House_Baratheon_of_Dragonstone,False
Gerrick_Kingsblood's_son,Gerrick Kingsblood's son,5,House_Redbeard,Night's_Watch,False
Gerrick_Kingsblood's_eldest_daughter,Gerrick Kingsblood's eldest daughter,12,House_Redbeard,House_Baratheon_of_Dragonstone,False
Gerrick_Kingsblood's_second_daughter,Gerrick Kingsblood's second daughter,12,House_Redbeard,House_Baratheon_of_Dragonstone,False
Gerrick_Kingsblood's_youngest_daughter,Gerrick Kingsblood's youngest daughter,12,House_Redbeard,House_Baratheon_of_Dragonstone,False
Gerris_Drinkwater,Gerris Drinkwater,7,House_Drinkwater,House_Targaryen,False
Gevin_Harlaw,Gevin Harlaw,5,House_Harlaw,Night's_Watch,False
Ghael,Ghael,7,,House_Targaryen,False
Ghazdor_zo_Ahlaq,Ghazdor zo Ahlaq,7,House_of_Ahlaq,House_Targaryen,False
Ghost_of_High_Heart,Ghost of High Heart,7,,House_Targaryen,False
Giant_of_the_Trident,Giant of the Trident,3,,House_Targaryen,False
Gilbert_Farring,Gilbert Farring,12,House_Farring,House_Baratheon_of_Dragonstone,False
Gillam,Gillam,0,Faith_of_the_Seven,House_Martell,False
Gilliane_Glover,Gilliane Glover,2,House_Glover,House_Stark,False
Gilly,Gilly,5,Free_Folk,Night's_Watch,False
Gilly's_mother,Gilly's mother,5,,Night's_Watch,False
Gilwood_Hunter,Gilwood Hunter,5,House_Hunter,Night's_Watch,False
Girl_bought_to_please_the_king,Girl bought to please the king,7,,House_Targaryen,False
Gladden_Wylde,Gladden Wylde,0,House_Wylde,House_Martell,False
Glaive,Glaive,0,Citadel,House_Martell,False
Glendon_Flowers,Glendon Flowers,14,Brotherhood_without_banners,House_Targaryen,False
Glendon_Goode,Glendon Goode,2,House_Goode,House_Stark,False
Glendon_Hewett,Glendon Hewett,5,House_Hewett,Night's_Watch,False
Glover_steward,Glover steward,8,House_Glover,House_Greyjoy,False
Goady,Goady,5,Night's_Watch,Night's_Watch,True
Goat_boy,Goat boy,7,House_of_Qaggaz,House_Targaryen,False
Godric_Borrell,Godric Borrell,5,House_Borrell,Night's_Watch,False
Godry_Farring,Godry Farring,5,House_Farring,Night's_Watch,False
Godwyn,Godwyn,0,House_Lannister,House_Martell,False
Goghor_the_Giant,Goghor the Giant,7,House_of_Loraq,House_Targaryen,False
Goodwife_(fool),Goodwife,3,House_Targaryen,House_Targaryen,True
Goodwin,Goodwin,0,House_Tarth,House_Martell,False
Goodwyn,Goodwyn,3,Citadel,House_Targaryen,False
Goren_Greyjoy,Goren Greyjoy,3,House_Greyjoy,House_Targaryen,False
Gorghan_of_Old_Ghis,Gorghan of Old Ghis,5,,Night's_Watch,False
Gormon_Massey,Gormon Massey,2,House_Massey,House_Stark,False
Gormon_Peake,Gormon Peake,14,House_Peake,House_Targaryen,False
Gormon_Tyrell,Gormon Tyrell,0,House_Tyrell,House_Martell,False
Gormond_Drumm,Gormond Drumm,8,House_Drumm,House_Greyjoy,False
Gormond_Goodbrother,Gormond Goodbrother,8,House_Goodbrother,House_Greyjoy,False
Gorne,Gorne,5,,Night's_Watch,False
Gorold_Goodbrother,Gorold Goodbrother,8,House_Goodbrother,House_Greyjoy,False
Gorys_Edoryen,Gorys Edoryen,7,Golden_Company,House_Targaryen,False
Gorzhak_zo_Eraz,Gorzhak zo Eraz,7,House_of_Eraz,House_Targaryen,False
Gowen_Baratheon,Gowen Baratheon,0,House_Baratheon,House_Martell,False
Gran_Goodbrother,Gran Goodbrother,8,House_Goodbrother,House_Greyjoy,False
Grance_Morrigen,Grance Morrigen,14,House_Morrigen,House_Targaryen,False
Lord_Grandison,Lord Grandison,5,House_Grandison,Night's_Watch,False
Gravedigger,Gravedigger,0,Faith_of_the_Seven,House_Martell,False
Grazdan_(fat_one),Grazdan,7,Good_Masters,House_Targaryen,False
Grazdan_(spiked_beard),Grazdan,7,Good_Masters,House_Targaryen,False
Grazdan_(tall_one),Grazdan,7,Good_Masters,House_Targaryen,False
Grazdan_mo_Eraz,Grazdan mo Eraz,7,House_of_Eraz,House_Targaryen,False
Grazdan_mo_Ullhor,Grazdan mo Ullhor,7,House_of_Ullhor,House_Targaryen,False
Grazdan_zo_Galare,Grazdan zo Galare,7,House_of_Galare,House_Targaryen,False
Grazhar_zo_Galare,Grazhar zo Galare,7,House_of_Galare,House_Targaryen,False
Grazdhan_zo_Rhaezn,Grazdhan zo Rhaezn,7,House_of_Rhaezn,House_Targaryen,False
Great_Walrus,Great Walrus,5,Mance_Rayder,Night's_Watch,False
Green_Gergen,Green Gergen,13,,House_Frey,False
Greenbeard,Greenbeard,13,Brotherhood_without_banners,House_Frey,False
Gregor_Clegane,Gregor Clegane,0,House_Clegane,House_Martell,False
Gregor_Goode,Gregor Goode,3,House_Goode,House_Targaryen,False
Grenn,Grenn,5,Night's_Watch,Night's_Watch,True
Gretchel,Gretchel,5,House_Arryn,Night's_Watch,False
Grey_King,Grey King,8,,House_Greyjoy,False
Grey_Worm,Grey Worm,7,Unsullied,House_Targaryen,False
Greydon_Gardener,Greydon Gardener,10,,Rhoynar,False
Greydon_Goodbrother,Greydon Goodbrother,8,House_Goodbrother,House_Greyjoy,False
