ID,born_raw,died_raw
Conwy,,
Coratt,,
Lady_Corbray,283 AC or 284 AC [2] Gulltown,
Lord_Corbray_(father_of_Lyonel),,283 – 298 AC
Corenna_Swann,~ 233 – 237 AC [1],~ 245 – 249 AC [1]
Corliss_Penny,Westeros [1],
Corlos,Dawn Age,
Corlys_Velaryon,early 53 AC [2] [N 1] Driftmark [2],"6 th day of the 3 rd moon of 132 AC (aged 79) [3] Red Keep , King's Landing [4]"
Corlys_Velaryon_(son_of_Daemon),In or before 7 BC [2],10 – 48 AC [2]
Corsair_king,,
Cortnay_Penrose,Parchments [1],299 AC Storm's End [2]
Corwin_Rogers,,
Corwyn_Corbray,100 AC [2],135 AC Runestone [3]
Corwyn_Velaryon,2 – 41 AC [1],54 – 90 AC [1]
Coryanne_Martell,116 – 132 AC [1],
Coryanne_Wylde,35 AC,
Cosgrove,,
Cossomo,,
Lord_Costayne_(Daeron_II),,196 – 212 AC
Lord_Costayne_(Aerys_I),,
Cotter_Pyke,Iron Islands [1],
Courtenay_Greenhill,,
Crackbones,,
Craghas_Drahar,,108 AC Stepstones [1]
Craghorn_Hoare,,
Cragorn,,300 AC Old Wyk
Crake_the_Boarkiller,Age of Heroes,
Craster,Whitetree,299 AC Craster's Keep
Crawn,,
Cregan_Karstark,In or before 249 AC [1] Karhold [2],
Cregan_Stark,108 AC [5],157 – 209 AC [5]
Cregard_Stark,153 – 208 AC [1],
Creighton_Longbough,240 – 249 AC [1] Westeros [2],
Creighton_Redfort,,
Cressen,219 AC or 220 AC [1] Westeros [2],299 AC (aged 79) [1] Dragonstone
Lord_Cressey,,
Crey,,
Creylen,,
Crispian_Celtigar,,
Criston_Cole,82 AC [1] Blackhaven,130 AC [2] south of the Gods Eye
Criston_Wylde,,
Cromm,,300 AC Deepwood Motte
Lord_Commander_Crowl,,
Cuger,,
Culiper,36 – 31 BC [1],54 AC Dragonstone [2]
Cutjack,,
Cynthea_Frey,290 AC [1],
Cyrelle_Tarbeck,241 AC,
Cyrenna_Swann,~ 196 – 237 AC [1],248 – 258 AC [1]
Daario_Naharis,In or before 280 AC [1] Tyrosh [2],
Dacey_Mormont,251 – 277 AC [1] Bear Island [2],299 AC the Twins
Dacks,,
Daegon_Shepherd,,
Daella_Targaryen_(daughter_of_Jaehaerys_I),64 AC [1],82 AC [1] (aged 18) the Eyrie
Daella_Targaryen_(daughter_of_Maekar_I),199 AC [1],
Daemion_Velaryon,,
Daemion_Targaryen,87 – 53 BC [2] Dragonstone,
Daemon_I_Blackfyre,late 170 AC [4] King's Landing [5],late 196 AC the Redgrass Field
Daemon_II_Blackfyre,189 AC [3] Westeros [4],212 – 219 AC [3]
Daemon_III_Blackfyre,In or after 202 AC [2],236 AC the Wendwater
Daemon_Blackfyre_(cousin_of_Maelys_I),,241 – 258 AC [1]
Daemon_Sand,275 AC or 276 AC [1] Dorne [2],
Daemon_Targaryen,81 AC [3],22 nd day of the 5 th moon of 130 AC (aged 49) the Gods Eye
Daemon_Velaryon,In or before 23 BC [2],2 BC Gulltown [1]
Daemon_Velaryon_(son_of_Aethan),11 BC – 1 AC [4],77 – 89 AC [4] (aged 88) [5]
Daena_(mummer),,
Daena_Targaryen,145 AC [2] King's Landing [3],In or after 172 AC [2]
Daenaera_Velaryon,127 AC [4],In or after 150 AC [4]
Daenerys_Targaryen_(daughter_of_Jaehaerys_I),the seventh moon of 53 AC [1] King's Landing [1],early 60 AC [2] (aged 6) King's Landing [2]
Daenerys_Targaryen_(daughter_of_Aegon_IV),172 AC [4],
Daenerys_Targaryen,"284 AC [16] Dragonstone , the crownlands",
Daenora_Targaryen,196 – 216 AC [1],In or after 232 AC [1]
Daeron_I_Targaryen,"143 AC [5] Red Keep , King's Landing [6]",161 AC (aged 18) [2] Dorne [6]
Daeron_II_Targaryen,the last day of 153 AC [5] King's Landing [6],209 AC King's Landing [6] (aged 55) [N 1]
Daeron_Targaryen_(son_of_Viserys_I),114 AC [1] King's Landing,130 AC [2] Tumbleton [3]
Daeron_Targaryen_(son_of_Maekar_I),190 AC or 191 AC [2],221 – 233 AC [2]
Daeron_Targaryen_(son_of_Aegon_V),228 AC [1],251 AC [2]
Daeron_Targaryen_(son_of_Aerys_II),269 AC [1],269 AC or 270 AC [2]
Daeron_Vaith,,
Daeron_Velaryon,78 – 115 AC [2],133 AC [1] Stepstones [1]
Daeryssa,,
Dafyn_Vance,,
Dagmer,Iron Islands [3],
Dagon_Codd,,300 AC Moat Cailin
Dagon_Ironmaker,,
Dagon_Greyjoy,Iron Islands [2],212 – 259 AC [3]
Dagon_Greyjoy_(Drunkard),,
Dagos_Manwoody,,
Dake,,209 AC [1] Coldmoat
Dake_(Guard),,
Dalbridge,In or before 254 AC [1] Westeros [2],299 AC Skirling Pass
Droopeye_Dale,,
Dale_Drumm,,
Dale_Seaworth,Westeros [1],299 AC Blackwater Rush
Dalla,,300 AC Near Castle Black
Dalla_(Dragonstone),,
Dalton_Greyjoy,113 AC [1],133 AC Faircastle
Damion_Lannister,256 – 273 AC [1],
Damon_Dance-for-Me,,
Damon_Darry,,
Damon_Hightower,,
Damon_Lannister_(lord),Before 179 AC [2] Casterly Rock [1],210 AC [3]
Damon_Lannister_(son_of_Jason),244 AC or 245 AC [2],
Damon_Marbrand,,
Damon_Morrigen,,42 AC King's Landing
Damon_Paege,,
Damon_Shett,,
Damon_Teague,,~ 400 BC at the Teats
Damon_Vypren,263 – 284 AC [2],
Dan,,
Dancy,Westeros [1],
Danelle_Lothston,Harrenhal [5],221 – 233 AC [6]
Dannel,,
Danny_Flint,,
Danos_Slynt,,
Danwell_Frey,252 – 261 AC [1],
Dareon,Westeros [3],300 AC Braavos
Darke_(Seven_Swords),Duskendale,
Lord_Darklyn_(father_of_Jonquil_Darke),,50 AC or 51 AC [2]
Darla_Deddings,,
Darlessa_Marbrand,or before 274 AC [1],
Darnold_Darry,,
Darnold_Arryn,In or before 31 AC [2],54 AC the Mountains of the Moon [1]
Lord_Darry_(Dance),,130 AC Darry
Lord_Darry_(father_of_Raymun),,298 AC (possibly)
Daryn_Hornwood,,299 AC the Whispering Wood [1]
Daughter_of_the_captain_of_the_Myraham,,
Daughter_of_the_Dusk,,
Daven_Lannister,~ 272 AC [1] Westerlands [2],
Davos_the_Dragonslayer,,
Davos_Baratheon,,
Davos_Darklyn,,43 AC the Gods Eye
Davos_Dayne,,
Davos_Deddings,,130 AC King's Landing
Davos_Seaworth,or before 260 AC [7] King's Landing,
Lord_Dayne_(father_of_Edric),In or before 259 AC [2],286 – 295 AC [2]
Deana_Hardyng,,
Lady_Deddings,,299 AC Riverlands
Lord_Deddings,,299 AC Riverlands
Del,283 AC (roughly) [1],299 AC Queenscrown
Delena_Florent,Brightwater Keep [1],
Della_Frey,296 AC [2],
Dellono,,
Delonne_Allyrion,In or before 252 AC [2],
Delp,,299 AC Riverrun
Demon_of_Darry,,
Denestan,,
Dennet,,
Dennis_Plumm,,
Dennis_the_Lame,,
Dennis_Whitfield,,
Denyo_Terys,287 AC or 288 AC [1],
Silver_Denys,,129 AC Dragonstone [1]
Denys_Arryn,,283 AC Stoney Sept [3]
Denys_Darklyn,,277 AC [2]
Denys_Drumm,,
Denys_Harte,,
Denys_Mallister,231 – 245 AC [1] Seagard [2],
Denys_Oakheart,,
Denys_Redwyne,,
Denys_Snow,Barrowton,43 AC Gods Eye
Denys_Strong,,
Denys_Swann,~ 64 AC [1],
Denys_Woodwright,,130 AC King's Landing [1]
Denyse_Hightower,,
Denzo_D'han,,
Deremond,,
Deria_Martell,In or after 35 BC [1],37 – 49 AC [1]
Dermot_of_the_Rainwood,,
Derrick_Darry,,130 AC Tumbleton (unconfirmed)
Derrick_Fossoway,,
Desmera_Redwyne,283 AC [1],
Desmond_(Grand_Maester),,44 AC [1] King's Landing
Desmond,North [1],"298 AC Red Keep , King's Landing"
Desmond_Darry,,
Desmond_Grell,238 – 240 AC (roughly) [1],
Desmond_Mallister,,
Desmond_Redwyne,,
Devan_Seaworth,287 AC [1],
Devyn_Sealskinner,,
Deziel_Dalt,Lemonwood [2],
Dhako,,
Dhazzar,Meereen,
Fletcher_Dick,a village near Stonehelm,
Yellow_Dick,North [1],300 AC Winterfell
Dick_Bean,,42 AC King's Landing
Dick_Cole,,
Dick_Crabb,Crackclaw Point [3],300 AC the Whispers
Dick_Follard,Crownlands [1],299 AC Castle Black
Dick_Straw,,
Dickon_Flowers,,42 AC King's Landing
Dickon_Frey,294 AC [1],
Dickon_Manwoody,,
Dickon_Morrigen,,2 BC [1] south of Bronzegate [1]
Dickon_Tarly,287 – 290 AC [1] Horn Hill [2],
Dirk,Westeros [1],300 AC beyond the Wall
Dobber,,299 AC Gods Eye
Dogkiller,,
Dolf,,
Domeric_Bolton,273 – 281 AC [1] the Dreadfort [2],297 AC [1] the Dreadfort [2]
Donal_Noye,In or before 252 AC [1] Stormlands [2],300 AC Castle Black
Lord_Dondarrion_(father_of_Simon),,54 – 61 AC
Lord_Dondarrion_(father_of_Manfred),,or after 209 AC
Donel_Greyjoy,255 – 262 AC [1],
Donella_Hornwood,In or before 257 AC [1],299 AC tower on Hornwood land
Doniphos_Paenymion,,
Donnel_Arryn,,
Donnel_Drumm,,
Donnel_Flint,,
Donnel_Haigh,252 – 283 AC [2],
Donnel_Hightower,In or before 17 AC [2],59 AC [3]
Donnel_Hill,Westerlands [2],
Donnel_Locke,,299 AC [2] the Twins [2]
Donnel_of_Duskendale,Duskendale [1],
Donnel_Swann,,
Donnel_Waynwood,277 AC or 278 AC [3] Ironoaks [4],
Donnis,,
Donnor_Stark,184 – 213 AC [2],212 – 226 AC [2]
Donnor_Saltcliffe,,
Dontos_Hollard,261 – 263 AC [5] near Duskendale,the first day of 300 AC Blackwater Bay
Donyse,,
Doran_Martell,247 AC or 248 AC [1] Sunspear [2],
Dorcas,,
Dorden_the_Dour,,
Dorea_Sand,291 AC or 292 AC (age 8) [1],
Doreah,278 AC or 279 AC [1] Lys [2],299 AC the red waste
Dorian_Hightower,,
Dormund,,300 AC the Wall
Dorna_Swyft,~ 244 – 261 AC [2],
Dornish_Dilly,,299 AC Castle Black
Doro_Golathis,,
Dorren_Stark,,
Doshi,,
Blind_Doss,,
Drako_Rogare,,
Draper's_wife,,
Draqaz,Meereen,
Drazenko_Rogare,,135 AC [2] Sunspear [2]
Drennan,,299 AC Winterfell
Drinkwater_twins,,
Drogo,"267 AC (roughly) [3] Dothraki sea , Essos [4]","early 299 AC [5] Dothraki sea, Essos"
Drox_the_Corpse-Maker,,
Drunken_Daughter,,
Druselka,,
Dryn,around 290 AC [1],
Dudley,,298 AC or 299 AC riverlands
Dunaver,,
Duncan_the_Tall,193 AC [5] King's Landing [1],259 AC Summerhall (presumed) [N 1]
Duncan_Liddle,,
Duncan_Strong,,
Duncan_Targaryen,220 – 224 AC [2],259 AC Summerhall [3]
Dunsen,Westerlands [1],
Dunstan_Drumm,212 AC or later [3] Old Wyk [4],
Dunstan_Pryor,,
Duram_Bar_Emmon,284 AC [2],
Duran,,300 AC Meereen
Durran,Age of Heroes,
Durran_II_Durrandon,,
Durran_Durrandon_(Bronze-Axe),,
Durran_Durrandon_(the_Dour),,
Durran_Durrandon_(the_Ravenfriend),,
Durran_Durrandon_(the_Young),,
Durran_Durrandon_(the_Fair),,
Durran_X_Durrandon,,
Durran_XI_Durrandon,,
Durran_XXI_Durrandon,,
Durran_XXIV_Durrandon,,
Durran_the_Third,,
Durwald_I_Durrandon,,
Dusky_woman,,
Dwarf_brother,,300 AC Crownlands
Dwarf_juggler,,300 AC Tyrosh
Dyah,,
Dyanna_Dayne,~ 149 – 179 AC [2],201 – 209 AC [2]
Dykk_Harlaw,,299 AC (possibly) Winterfell
Dywen,Westeros [1],
Dywen_Shell,,
Earl_Harlaw,,300 AC (possibly) Deepwood Motte
Easy,,299 AC Castle Black
Ebben,Westeros [2],299 AC Skirling Pass
Ebrose,,
Eddara_Tallhart,289 AC or 290 AC [1],
Eddard_Karstark,Karhold [2],299 AC [3] the Whispering Wood [3]
Eddard_Stark,"263 AC [5] Winterfell , the North [6]","299 AC (aged 35-36) [7] Great Sept of Baelor , King's Landing [8]"
Edderion_Stark,,
Eddison_Peake_(the_Elder),,
Eddison_Peake_(the_Younger),,
Eddison_Tollett,Vale of Arryn [3],
Eden_Risley,,
Edgar_Yronwood,,"273 AC , 274 AC or 275 AC [2] Yronwood [1]"
Edgar_Sloane,,
Edgerran,,
Edgerran_Oakheart,,
Edmund_Ambrose,,
Edmund_Blackwood,287 AC or 288 AC [2],
Edmund_Breakstone,,
Edmund_Gardener,,2 BC [1] the Field of Fire [1]
Edmund_Warrick,,
Edmund_Waxley,,
Edmure_Tully,"270 – 274 AC [3] Riverrun , the riverlands [4]",
Edmure_Tully_(father_of_Axel),,
Edmyn_Tully,,
Edric_Dayne,287 AC [2] Starfall [3],
Edric_Stark,58 – 72 AC [2],72 – 101 AC [2]
Edric_Stark_(son_of_Cregan),137 – 180 AC [1],153 – 209 AC [1]
Edric_Storm,287 AC [1],
Edrick_Stark,,
Edwell_Celtigar,,59 AC Claw Isle
Edwyd_Fossoway,,299 AC [1] Blackwater Rush [1]
Edwyle_Stark,197 – 226 AC [1],229 – 262 AC [1]
Edwyn_Frey,257 – 279 AC [1] Twins [2],
Edwyn_Osgrey,In or before 180 AC [1] Standfast [2],196 AC the Redgrass Field
Edwyn_Stark,,
Edwyn_Tarth,,
Edyth,36 AC [1],59 AC or 60 AC [2] Dragonstone [2]
Egbert,,
Eggon,,
Eglantine,,
Egon_Emeros,,
Eladon_Goldenhair,,300 AC Meereen
Elaena_Targaryen,150 AC [2],In or after 220 AC [2]
Elaena_Targaryen_(daughter_of_Gaemon),114 – 80 BC [2] Dragonstone,
Elbert_Arryn,or after ~ 235 AC [1],282 AC [2] King's Landing [3]
Elder_Brother_(Quiet_Isle),255 AC or 256 AC [1] (age 44) [2],
Elderly_man,,300 AC Braavos
Eldiss,,or before 299 AC
Eldon_Estermont,228 – 232 AC [2],
Eldred_Codd,,
Eldric_Arryn,In or before 119 AC [2],134 AC [1]
Eleanor_Mooton,286 AC or 287 AC [1],
Elenda_Caron,~ 79 – 97 AC [4],
Elenei,Age of Heroes,Storm's End [1]
Lord_Elesham,,
Eleyna_Westerling,287 AC [1] The Crag [2],
Elia_Martell,"256 AC or 257 AC [2] Sunspear , Dorne [3]","283 AC [2] Maegor's Holdfast , King's Landing [4]"
Elia_Sand,285 AC or 286 AC (age 14) [3],
Elinda_Massey,,
Elinor_Costayne,28 AC [1],
Elinor_Massey,103 – 121 AC [1],
Elinor_Tyrell,286 AC (roughly) [1] Reach [2],
Elissa_Farman,29 AC [5],
Elkin,,
Ella_Broome,,
Ella_Lannister,~ 204 – 261 AC [1],
Ellard_Stark,,101 – 121 AC [2]
Ellard_Crane,around 64 AC [1],
Ellaria_Sand,Dorne [2],
Ellendor,167 – 171 AC [1],258 AC or 259 AC [1] King's Landing
Ellery_Vance,,
Ellyn_Baratheon,113 – 129 AC [1],
Ellyn_Caron,,37 – 49 AC [2]
Ellyn_Ever_Sweet,,
Ellyn_Reyne,~ 190 – 221 AC [2] Castamere,261 AC [1] Tarbeck Hall [1]
Elmar_Frey,290 AC [1] the Twins [2],
Elmo_Tully,In or before 100 AC [2],131 AC [3]
Elric_Stark,In or before 126 AC [1],In or after 126 AC [1]
Elron,,
Elston_Tully,,~ 400 BC
Elwood,,299 AC Riverrun
Elwood_Blackbar,,
Elwood_Harte,,
Elwood_Meadows,278 AC or 279 AC [4],
Elyana_Vypren,262 – 283 AC [1],
Elyas_Willum,,
Elyas_Scales,,
Elyn_Norridge,,
Elys_Arryn,61 AC [1],
Elys_Waynwood,In or before 251 AC [2],
Elys_Westerling,,
Elysar,,97 AC
Elza,,294 AC Meereen
Emberlei_Frey,296 AC or 297 AC [1],
Emerick_Peake,,
Emma,260 AC or before [1],
Emmett,Westeros [2],
Emmon_Cuy,Sunflower Hall [1],299 AC near Storm's End
Emmon_Frey,237 AC or 238 AC [1],
Emmond,,
Emory_Hill,Lannisport,130 AC the Gods Eye [1]
Emphyria_Vance,,
Emrick,Fair Isle [1],
Endehar,,
Endrew_Tarth,Tarth [1],late 299 AC or early 300 AC the Bridge of Skulls [2]
Enger,,
Eon,,
Eon_Hunter,220 AC or before (roughly) [3] Longbow Hall [4],late 299 AC or early 300 AC [5]
Erena_Glover,297 AC or 298 AC [1],
Erich_Durrandon_(Kin-Killer),,
Erich_III_Durrandon,,
Erich_VII_Durrandon,,
Erich_Hoare,,
Erich_I_Greyiron,,
Erich_V_Harlaw,,
Erik_Ironmaker,211 AC or 212 AC [2] Iron Islands [3],
Ermesande_Hayford,298 AC [2] Crownlands [1],
Ernest_Dabell,,
Eroeh,,early 299 AC Dothraki sea
Erreck,,
Erreg,,
Erren_Florent,,
Errok,,
Errold_Stark,189 – 226 AC [1],
Erryk_(guard),,
Erryk_Cargyll,In or before 89 AC [2],"129 AC Dragonstone , the crownlands [3]"
Erwin_Lannister,,133 AC Fair Isle
Esgred,,
Essie,,"late 130 AC Red Keep , King's Landing"
Estermont_(cousin_of_Robert),around 262 AC,
Ethan_Glover,In or before 274 AC [1],"283 AC [2] the tower of joy , Dorne [2]"
Eunuch_strangler,,
Euron_Greyjoy,256 – 268 AC [4] Pyke [5],
Eustace_(Braavos),,
Eustace_(Dance_of_the_Dragons),Stoney Sept [1],
Eustace_Brune,,
Eustace_Hightower,In or before 41 AC [2],
Eustace_Hunter,,
Eustace_Osgrey,Standfast [2],211 – 219 AC [3]
Evlyn,,
Eyron,,
Eyron_Stark,,
Ezzara,Meereen,
Ezzelyno,,
Faezhar_zo_Faez,Yunkai,
Falena_Stokeworth,125 AC [2],
Falia_Flowers,"either 281 AC , 282 AC or 283 AC [1]",
Falyse_Stokeworth,In or before 264 AC [1] Stokeworth [2],"300 AC the black cells of the Red Keep , King's Landing [3]"
Farlen,,"299 AC Winterfell , the North"
Lord_Farman_(father_of_Lysa),,130 – 133 AC [1]
Fat_fellow,,
Fearless_Ithoke,,
Lady_Fell,,"129 AC the Red Keep , King's Landing [1]"
Lord_Fell,,282 AC [1] Summerhall [1]
Silveraxe_Fell,,
Fergon_Hoare,,
Fern,,
Ferny,,
Ferrego_Antaryon,,
Ferret,King's Landing [1],
Ferris_Fowler,,
Fingers_(ironman),,
First_King,,
Flement_Brax,In or before 278 AC [2],
Florence_Fossoway,,
Lord_Florent,,
Florian_the_Fool,,
Florian_Greysteel,,
Florian_V_Mooton,,
Floris_Baratheon,118 AC [2],134 AC or 135 AC [2]
Florys_the_Fox,,
Fogo,,298 AC Dothraki sea
Lord_Follard,,
Fomas,,
Lord_Footly,,130 AC Tumbleton
Forley_Prester,,
Fornio,,
Forrest_Frey,,130 AC Gods Eye [1]
Foss_the_Archer,,
Fossoway_twins,,
Fralegg,,
Franklyn_Farman,16 – 31 AC [2],55 – 88 AC [2]
Franklyn_Flowers,Cider Hall,
Franklyn_Fowler,Skyreach [2],
Franklyn_Frey,the Twins [2],
Fredo_Rogare,,
Frenken,,
Frenya,,300 AC Winterfell
Lady_Frey_(wife_of_Ambrose_Butterwell),196 AC or 197 AC [2],
Lord_Frey,the Twins [2],212 – 252 AC [3]
Frynne,,
Fulk_the_Flea,,
Gael_Targaryen,80 AC [1],99 AC Blackwater Bay [1]
Gaemon_Palehair,126 AC [3],135 AC (aged 9) [4] the Red Keep
Gaemon_Targaryen_(son_of_Aenar),or before 114 BC [2] Valyria,or after 101 BC [3] Dragonstone
Gaemon_Targaryen_(son_of_Jaehaerys_I),73 AC [1] King's Landing [1],73 AC [1] King's Landing [1]
Gage,,
Galazza_Galare,In or before 217 AC [1] Meereen [2],
Galbart_Glover,Deepwood Motte [2],
Galendro,,
Galeo,,
Galladon_of_Morne,"Morne , on Tarth",
Galladon_Tarth,275 – 277 AC [1],284 AC or 285 AC [1]
Gallard,,
Galon_Whitestaff,,
Galt,,
Galtry_the_Green,Westeros [1],
Galyeon_of_Cuy,,
Gared,~ 241 – 246 AC [3] Westeros [4],298 AC holdfast in the hills
Gareth_(maester),,
Gareth_Clifton,,
Gareth_II_Gardener,,Oldtown [1]
Gareth_Long,,
Gareth_the_Grey,,
Gareth_Tyrell,,
Gargon_Qoherys,before 2 AC [2],37 AC or shortly after Harrenhal [1]
Garibald,,
Garibald_Grey,,130 AC Tumbleton
Garibald_of_the_Seven_Stars,,42 AC King's Landing
Garibald_Shells,,
Garigus,,283 AC King's Landing
Garin_(orphan),Dorne [1],
Garin_the_Great,,~ 700 BC Chroyane
Gariss,,
Garizon,,
Garlan_Tyrell,277 AC [6] Highgarden [7],
Garland_II_Gardener,,
Garland_VI_Gardener,,
Garmon_Hightower,,10 AC Oldtown [1]
Garmund_Hightower,116 – 127 AC [1],
Garon_Baratheon,19 – 25 AC [3],or after 73 AC [2]
Garrett_Flowers,,
Garrett_Greenspear,,
Garrett_Paege,,
Garrick_Hall,Middleton,
Garris_the_Grey,,
Garrison_Fowler,,
Garrison_Prester,,
Garse,,
Garse_Flowers,,
Garse_VII_Gardener,,before Aegon's Conquest the Summerfield
Garse_Goodbrook,,the Twins [2] 299 AC [2]
Garth_of_Greenaway,Greenaway,300 AC beyond the Wall
Garth_the_Gardener,,
Garth_III_Gardener,,
Garth_V_Gardener,,
Garth_VI_Gardener,,
Garth_VII_Gardener,,Unknown (aged 93) [1]
Garth_IX_Gardener,,
Garth_X_Gardener,,Unknown (aged 96) [1] Highgarden
Garth_XI_Gardener,,
Garth_XII_Gardener,,
Garth_Greenfield,,
Garth_Greenhand,,
Garth_Greyfeather,Westeros [1],300 AC beyond the Wall
Garth_the_Harelip,,130 AC King's Landing
Garth_Hightower,Oldtown [2],
Garth_of_Oldtown,Oldtown [1],299 AC Craster's Keep
Garth_Oldflowers,,
Garth_Tyrell,,
Garth_(Wolf's_Den),,
Gascoyne_of_the_Greenblood,,
Gaven_Greywolf,,
Gavin_the_Trader,,
Gawen,,42 AC Dragonstone [1]
Gawen_Corbray,,
Gawen_Gardener,,2 BC [1] the Field of Fire [1]
Gawen_Glover,295 AC or 296 AC [1],
Gawen_Swann,152 AC or before [2] Stonehelm [3],
Gawen_Westerling,the Crag [2],
Gawen_Wylde,,283 AC Storm's End [1]
Gedmund_Peake,,
Gella,,
Gelmarr,,299 AC Winterfell
Gendel,,
Gendry,284 AC [3] King's Landing [4],
Gendry's_mother,,King's Landing
Genna_Lannister,245 AC [1] Casterly Rock [2],
Geoff,,
George_Graceford,,
Gerald_Gower,,
Gerardys,,130 AC Dragonstone
Geremy_Frey,263 AC or 264 AC [1],289 – 299 AC [1]
Gerion_Lannister,255 AC [3] Casterly Rock [4],In or after 291 AC [5]
Germund_Botley,,
Gerold,,
Gerold_Dayne,270 – 274 AC [2] Dorne [3],
Gerold_Grafton,,
Gerold_Grafton_(king),,
Gerold_Hightower,243 AC or before [2],"283 AC the tower of joy , Dorne"
Gerold_Lannister,In or before 196 AC [3] Casterly Rock [4],244 AC Casterly Rock [1] [4]
Gerold_Lannister_(king),,
Gerold_II_Lannister,,
Gerold_III_Lannister,,
Gerold_Templeton,around 64 AC [1],
Gerren,,
Gerrick_Kingsblood,,
Gerrick_Kingsblood's_son,283 – 292 AC [1],
Gerrick_Kingsblood's_eldest_daughter,,
Gerrick_Kingsblood's_second_daughter,,
Gerrick_Kingsblood's_youngest_daughter,,
Gerris_Drinkwater,275 AC [2] Dorne [3],
Black_Gerrold,,
Gerrold_Redback,,
Gessio_Haratis,,
Gevin_Harlaw,,299 AC (possibly) Winterfell
Ghael,,
Gharak_Squint-Eye,Plains of the Jogos Nhai,
Ghazdor_zo_Ahlaq,Yunkai,
Ghost_of_High_Heart,Westeros [1],
Giant_of_the_Trident,,31 AC Riverlands [1]
Gilbert_Farring,,
Gilbert_of_the_Vines,,
Gillam,,
Gilliane_Glover,~ 57 – 96 AC [1],In or after 109 AC [1]
Gilly,"either 282 AC , 283 AC or 284 AC [2] Craster's Keep",
Gilly's_mother,,
Gilwood_Hunter,250 – 254 AC [2] Longbow Hall [3],
Girl_bought_to_please_the_king,,
Gladden_Wylde,,298 AC the Mummer's Ford
Glaive,,
Glendon_Flowers,197 AC [2] Westeros [3],
Glendon_Goode,110 AC [1],"130 AC [2] Dragonpit , King's Landing [2]"
Glendon_Hewett,Oakenshield [1],
Glover_steward,,
Goady,,
Goat_boy,,
God-on-Earth,,
Godric_Borrell,Sweetsister [2],
Godry_Farring,Crownlands [3],
Godwyn,,
Goghor_the_Giant,,
Goodwife_(fool),,
Goodwin,,286 – 298 AC [1]
Goodwyn,,
Gordan_I_Gardener,,
Goren_Greyjoy,,
Gorghan_of_Old_Ghis,,
Gorm,,Hardhome
Gormon_Massey,,129 AC Dragonstone [1]
Gormon_Peake,In or before 181 AC [3] Reach [4],212 AC [1] Whitewalls [1]
Gormon_Tyrell,,
Gormond_Drumm,,
Gormond_Goodbrother,282 AC or 283 AC [1] Hammerhorn [2],
Gorne,,
Gorold_Goodbrother,,
Gorys_Edoryen,,
Gorzhak_zo_Eraz,Yunkai,300 AC outside Meereen
Gowen_Baratheon,,
Gramyon,,
Gran_Goodbrother,282 AC or 283 AC [1] Hammerhorn [2],
Grance_Morrigen,,
Lord_Grandison,,284 AC [1]
Gravedigger,,
Grazdan_(fat_one),,299 AC Astapor
Grazdan_(spiked_beard),,299 AC Astapor
Grazdan_(tall_one),Astapor,299 AC Astapor
Grazdan_the_Great,,
Grazdan_mo_Eraz,Yunkai,
Grazdan_mo_Ullhor,Astapor,"299 AC Plaza of Punishment , Astapor"
Grazdan_zo_Galare,Meereen,
Grazhar_zo_Galare,Meereen,
Grazdhan_zo_Rhaezn,Yunkai,
Great_Walrus,Frozen Shore [1],
Greatheart,,
Green_Gergen,,
Greenbeard,Tyrosh [4],
Gregor_Clegane,265 AC or 266 AC [6] Westerlands [7],300 AC the Red Keep
Gregor_Goode,,10 – 48 AC
Grenn,281 AC or 282 AC [1] Westeros [2],
Gretchel,,
Grey_King,,watery halls of the Drowned God (alleged)
Grey_Worm,Essos [1],
Greydon,,
Greydon_Gardener,,
Greydon_Goodbrother,282 AC or 283 AC [1] Hammerhorn [2],
Griffin_King,,
Griffith_Goode,,10 – 48 AC
Grigg_the_Goat,,
Grimtongue,,
Grisel,In or before 256 AC [1],
Grisella,,
Groleo,Pentos [1],300 AC Meereen
Grover_Tully,or before 76 AC [2],130 AC Riverrun [3]
Grubbs,,300 AC Beyond the Wall
Grunt,North [1],
Gueren,,
Gulian,,
Gulian_Qorgyle,,
Gulian_Swann,Before 259 AC [2],
Guncer_Sunglass,Sweetport Sound [2],299 AC Dragonstone
Gundor_Goodbrother,,
Gunthor,,
Gunthor_Darklyn,,129 AC [1] Duskendale [1]
Gunthor_Estermont,,
Gunthor_Goodbrother,,
Gunthor_Hightower,~ 271 – 285 AC [2] Oldtown [3],
Gunthor_Royce,,
Gurn,,
Guthor_Grimm,,
Guy_Lothston,,42 AC [1] King's Landing [1]
Guyard_Morrigen,278 – 283 AC [1] Crow's Nest [2],299 AC King's Landing
Guyle_the_Cunning,,
Guyne,,
Gwayne_Corbray,,
Gwayne_I_Gardener,,
Gwayne_III_Gardener,,
Gwayne_IV_Gardener,,
Gwayne_V_Gardener,,
Gwayne_Gardener_(son_of_Perceon_III),,
Gwayne_Gaunt,,277 AC [1] Duskendale [1]
Gwayne_Hightower,In or before 96 AC [1],130 AC King's Landing [2]
Gwayne_Oakheart,,
Gwenys_Rivers,173 AC or 174 AC [1],
Gwin_Goodbrother,In or before 282 AC [1],
Gwynesse_Harlaw,,
Gwyneth_Yronwood,287 AC or 288 AC [1],
Gylbert_Farman,,
Gylbert_Farwynd,Lonely Light [2],
Gyldayn,,
Gyleno_Dothare,,
